1087266986	2020-06-15T23:03:44.000Z	1272666128125497346	Unexpected drive to college station 😔	{'place_id': '54614bf2dabf5a43'}
702486447912144896	2020-06-20T00:45:20.000Z	1274141249633730560	     They don’t have to wear masks when they go back to school. How is that even possible	{'place_id': '1c69a67ad480e1b1'}
702486447912144896	2020-06-20T00:42:09.000Z	1274140448278360065	      The kids won’t be forced to wear masks when they go back to school. Guess Dora can’t control the schools. So everyone with a kid your kid is gonna bring the flu home.	{'place_id': '1c69a67ad480e1b1'}
396237674	2020-06-20T00:05:15.000Z	1274131160554246144	Not me trying to go out tn in houston, I- 	{'place_id': '1c69a67ad480e1b1'}
729242972	2020-06-21T23:53:17.000Z	1274852925890867202	It bears repeating that all we had to do to essentially get rid of Covid and have a baseball season and relatively normal football seasons was stay at home and wear a mask when we absolutely had to go out and Americans just weren't strong enough to do it.	{'place_id': '01e74c422dab6107'}
176253527	2020-06-21T22:53:01.000Z	1274837755999260673	🗣WE NEED YOUR HELP‼️‼️&lt;———SWIPE👈🏾SMP will be supplying 0 children with supplies to go back to school this year ('0-'0), Saturday, August 0, 0 0:0 am - 0:0 pm CST.School supplies are needed to help with… 	{'place_id': '1c69a67ad480e1b1', 'coordinates': {'type': 'Point', 'coordinates': [-95.3694, 29.7602]}}
4502238500	2020-06-21T21:50:30.000Z	1274822025501179905	I’m actually so ready to go back to school...	{'place_id': '1c69a67ad480e1b1'}
232060761	2020-06-21T21:24:30.000Z	1274815482084851713	Why is it every time I go out now I get business cards as a form of asking for my number? Am I getting that old	{'place_id': '1c69a67ad480e1b1'}
981345554	2020-06-21T21:23:29.000Z	1274815225078956033	I’m ready to go out with my big brothers one time for the one time 😭😭🤣	{'place_id': '1c69a67ad480e1b1'}
702486447912144896	2020-06-21T21:17:11.000Z	1274813640705806338	    Yeah ok I went to a HS graduation last night 0+ graduates all given masks less than 0% wore them by the end. Each one was 0 tickets and less than 0 people in the stands wore them. So this thought process isn’t going to work. Trying to legally force that many unwilling &lt;good	{'place_id': '1c69a67ad480e1b1'}
74039637	2020-06-21T21:05:39.000Z	1274810738465521665	If you cool with me and you been going out around a bunch of people or to the beach parties I’m not gone be around you or fwy. You dgaf about yo health yet alone mines and believe it or not , that says a lot about you and your decision making	{'place_id': '610a668f55d64af2'}
2942873624	2020-06-21T20:57:56.000Z	1274808797874262016	I wanna go out 😩	{'place_id': '1c69a67ad480e1b1'}
777736276485124096	2020-06-21T20:48:33.000Z	1274806434035834886	what part of wearing a mask when going out in PUBLIC is so fucking hard for some of y’all to understand??	{'place_id': '1c69a67ad480e1b1'}
366984237	2020-06-21T20:21:02.000Z	1274799511110651904	After going out to eat lunch and wearing jeans for the first time in months, I’ve come to the conclusion that jeans fucking suck lmao	{'place_id': '1c69a67ad480e1b1'}
2474743944	2020-06-21T20:04:43.000Z	1274795405180624896	 Honestly figuring out an indoor cardio/bodyweight routine helps even more because you don't have to worry about gas or feeling too lazy to go out	{'place_id': '1c69a67ad480e1b1'}
256232144	2020-06-21T19:18:40.000Z	1274783816847175680	Happy Father’s Day to all of our Dads! Special thoughts go out today also to all who have lost theirs.	{'place_id': '010edcb7655caac2'}
2207180444	2020-06-21T19:17:17.000Z	1274783468350775298	  Yeah I agree I’m talking more about the parents that are going out with their kids to non essential places JUST because they wanna go out	{'place_id': '1c69a67ad480e1b1'}
4236540914	2020-06-21T18:30:38.000Z	1274771729034903553	Spent a little to much money last night but it felt good to go out with friends and also celebrate my brothas bday. Needed a night like that.	{'place_id': '1c69a67ad480e1b1'}
494298173	2020-06-21T18:21:39.000Z	1274769465419464704	Drinking wine with my roommate and my doggy, making meals together, bringing each other breakfast when one is hungover, helping each other get ready tl go out, what a dream	{'place_id': '1c69a67ad480e1b1'}
2928972895	2020-06-21T17:58:20.000Z	1274763598250881024	So you’d rather fight civilians, than hold other cops accountable ? Going out the sad way I see... 	{'place_id': '1c69a67ad480e1b1'}
1248700082616238080	2020-06-21T17:53:21.000Z	1274762343352844290	I will manage money better for this rest of my life , I will not go without or go out bad for helping out anyone who wouldn’t do it for me ‼️	{'place_id': '1c69a67ad480e1b1'}
2935535298	2020-06-21T17:22:27.000Z	1274754569617145857	I am not going out until Miami 😩	{'place_id': '1c69a67ad480e1b1'}
2204316505	2020-06-21T17:10:45.000Z	1274751625819717633	I would be thundering all morning when I gotta go to work and I wanna just stay in bed	{'place_id': '1c69a67ad480e1b1'}
1104362066448707586	2020-06-21T16:27:18.000Z	1274740688563953664	I don’t want my boyfriend hustling I want him to go back to school and get a good job y’all can keep them hustling niggas they don’t last long anyways	{'place_id': 'bcb210d6cf34438a'}
97973973	2020-06-21T16:17:57.000Z	1274738337002258436	Bet I won’t go out my way for another soul	{'place_id': '1c69a67ad480e1b1'}
566425718	2020-06-21T16:16:21.000Z	1274737933069815809	Jayda insta story just made all that city girl shit go out the window for me. Lmaoo Nigga i wanna love you & cater 0 u 😩😂	{'place_id': '1c69a67ad480e1b1'}
430231792	2020-06-21T15:46:46.000Z	1274730486573793283	Love that my dad will still go out there and play ball at 0 plus ... happy Father’s Day 	{'place_id': '1c69a67ad480e1b1'}
246838262	2020-06-21T15:15:59.000Z	1274722741619437570	letting my kid do whatever if he wanna wear super hero costumes to school imma let him	{'place_id': '1c69a67ad480e1b1'}
346162718	2020-06-21T12:47:14.000Z	1274685308320260096	Im not going out in public for awhile again ...made my mind up last weekend. The virus worse than ever now.	{'place_id': '38d0e797745f4c5d'}
981607580	2020-06-21T11:07:01.000Z	1274660085839642624	It’s Father’s Day and my ass is going to work 😩 ,	{'place_id': '01e74c422dab6107'}
984321481361457153	2020-06-21T08:52:53.000Z	1274626333532983297	Just cracked open that bottle you got me ab 0misn ago! Ace hit me with that let’s go out about a 0mins ago 🥴	{'place_id': '1c69a67ad480e1b1'}
744655637179596801	2020-06-21T06:24:24.000Z	1274588965841092609	Done with parties and going out lol.	{'place_id': '1c69a67ad480e1b1'}
1093219391347585025	2020-06-21T06:20:14.000Z	1274587916208136192	This Nigga sent me a video of his baby mama giving him so I could stop fwh 😂 niggas going out sad	{'place_id': '1c69a67ad480e1b1'}
34430949	2020-06-21T05:59:11.000Z	1274582619133526017	I really want to go out 😞	{'place_id': '1c69a67ad480e1b1'}
303754321	2020-06-21T05:49:23.000Z	1274580152899567618	“Destiny is a funny thing. You never know how things are going to work out, but if you keep an open mind and an open heart. I promise you you’ll find your own destiny someday” thanks Uncle	{'place_id': '01e74c422dab6107'}
2248407720	2020-06-21T05:16:42.000Z	1274571926594355204	Bro my dude just low key got on my ass about going out 🥴 baby stay in Ruston and when you move back to Houston then you can TRY to get on my ass. Until then 🤫	{'place_id': '1c69a67ad480e1b1'}
4383565760	2020-06-21T04:48:28.000Z	1274564820952637442	I can’t wait to go to school and go after something I really want. The fact I’m going to get a chance to do that is a pretty cool feeling	{'place_id': '1c69a67ad480e1b1'}
2813833057	2020-06-21T04:45:21.000Z	1274564038224220161	Bae be breaking these niggas with the henny straight every time we go out. Im not buying no female I don’t know no henny straight. Period lol  That shit be damn near 0$ a pop lol	{'place_id': '1c69a67ad480e1b1'}
1189311832999321604	2020-06-21T04:22:00.000Z	1274558159861043201	iain going out no more.	{'place_id': '1c69a67ad480e1b1'}
2207180444	2020-06-21T04:14:55.000Z	1274556379345424386	I will never understand why some parents go out in public with face masks on and gloves while their kids have NOTHING like what exactly is the fucking point?	{'place_id': '1c69a67ad480e1b1'}
3287224454	2020-06-21T04:10:22.000Z	1274555234321301505	Do I wanna go out or stay in?	{'place_id': '1c69a67ad480e1b1'}
235383497	2020-06-21T03:49:15.000Z	1274549921287303168	I’m tireddddds i wonder if my friend get mad if I don’t go out with her 🥺	{'place_id': '1c69a67ad480e1b1'}
893672597728133120	2020-06-21T03:39:30.000Z	1274547465547587584	  Yes you did!!!!! 💜😢 I’m so proud of you!!!!!! Go out and change the world, we’re all rooting for you!!!!	{'place_id': '1c69a67ad480e1b1'}
3532044972	2020-06-21T03:08:37.000Z	1274539694945120257	   The EDT is a good clubbing scent, get the EDP for going out at night when it’s colder outside. If you like Invictus you’ll like Azzaro Wanted	{'place_id': '1c69a67ad480e1b1'}
336261939	2020-06-21T02:52:58.000Z	1274535753591279616	What did the father Buffalo say to there boy buffalo when he went to school? Bison!   	{'place_id': '1c69a67ad480e1b1'}
264560818	2020-06-21T02:51:10.000Z	1274535301734641665	I should’ve tried harder in HS. I thought I would go to college and be transported to Socraterian utopia of discourse and insight.They don’t tell you that shit don’t take place at public schools lol	{'place_id': '1c69a67ad480e1b1'}
4579516306	2020-06-21T02:16:51.000Z	1274526665759240192	The way y’all go out your way to defend Beyonce. 🤦🏽‍♂️	{'place_id': '1c69a67ad480e1b1'}
2248407720	2020-06-21T02:11:39.000Z	1274525358059118593	I’ll go out tonight but I will not put a drink up to my mouth!!	{'place_id': '1c69a67ad480e1b1'}
559097162	2020-06-21T02:11:22.000Z	1274525286147784705	Honestly I would pick staying in then going out on the weekends nowadays	{'place_id': '1c69a67ad480e1b1'}
2581339772	2020-06-21T01:43:17.000Z	1274518218233843713	there is 0 of us teenagers and i’m the only girl so when we go out I look like THAT girl 😖😐	{'place_id': 'e589c1ec3b0b9d2e'}
