3151874197	2020-03-23T23:49:04.000Z	1242236954399342592	I’m grateful to have a job that still allows me to go to work.	{'place_id': '5e80ee08ea361155'}
331855766	2020-03-29T22:59:44.000Z	1244398866646081536	Bro SHUT THIS COUNTRY DOWN !!!! ONLY ESSENTIAL TRUCK DRIVER ON THE ROADS !!!! ONLY GO OUT FOR ESSENTIALS !! STAY THE FUCK HOME	{'place_id': '1d9a5370a355ab0c'}
1025228058649870336	2020-03-29T22:50:21.000Z	1244396508004442113	I am going to lose my f*cking sh*t just going to work & then home through April 0th. What tf	{'place_id': '1d9a5370a355ab0c'}
55772980	2020-03-29T22:50:19.000Z	1244396499011883009	It’s about to get worse and some of you still insist on going out😕	{'place_id': '1d9a5370a355ab0c'}
29889499	2020-03-29T22:33:19.000Z	1244392218435227648	Endless amounts of streaming content. Sleep for how long you like. Don't have to go to work. You're living as a teenage on summer vacation as a adult. And you're bored at home? Give me a break. Enjoy this time before you know it you're going back to work and missing your bed.	{'place_id': '1d9a5370a355ab0c'}
31853596	2020-03-29T22:11:37.000Z	1244386756901863426	When this whole thing is over I’m going out every fucking night.	{'place_id': '1d9a5370a355ab0c'}
343144721	2020-03-29T21:49:54.000Z	1244381294378835972	   He put in a measure that bought the US 0 months. That's a good thing. He spent those two months calling the virus a hoax, sending PPE to China, suggesting people go to work if they get sick, etc. Tell me one good thing he did during those 0 months to prepare the US for this?	{'place_id': '1d9a5370a355ab0c'}
44078234	2020-03-29T21:40:04.000Z	1244378819273859073	  This is no fault of anyone. Who or what could be prepared for this virus? Blaming the administration is poor leadership. encouraging the people of chicago to go out and vote on Tuesday March 0th was the worst decision the mayor of Illinois has ever made.	{'place_id': '13d0994d4df436f8'}
2288519269	2020-03-29T20:45:54.000Z	1244365187831996417	Meanwhile I’m telling Trin pregnant or not I’m still going to Mexico in July & we still going out the country for his 0th🤷🏻‍♀️ i can see me now having my baby outta the country🤣 	{'place_id': '1d9a5370a355ab0c'}
897222485514629120	2020-03-29T20:40:54.000Z	1244363928701939713	My husband took over the basement office, so I had to create my own makeshift office in one of the guest rooms. Finally an office with a view! And of course there’s a plant for ambience. Can you tell I’m excited to get back to school!  Remote Learning starts tomorrow! 	{'place_id': 'f2da3efc48696715'}
22107553	2020-03-29T20:29:23.000Z	1244361029997539331	  Most of us are upset that people are dying.  Not you appearently.  Get go to work getting people tested and the equipment they need.	{'place_id': '918c943e88cc3e5d'}
256337958	2020-03-29T20:02:30.000Z	1244354266430615560	Really wanting to go back to school at the beginning of my spring break feels.... wrong	{'place_id': '1d9a5370a355ab0c'}
755574265525788672	2020-03-29T19:51:51.000Z	1244351586228371457	I miss going outside 😭i wanna go out to eat, the movies, or someee😭	{'place_id': '1d9a5370a355ab0c'}
1180266781711257600	2020-03-29T19:48:43.000Z	1244350797867081728	Go back to school & take better care of your health & Teeth💯👍 	{'place_id': '1d9a5370a355ab0c'}
343789977	2020-03-29T19:04:45.000Z	1244339731359567876	 And to think I use to go to school with a girl who went SWIMMING with socks on. TUBE SOCKS at that	{'place_id': '1d9a5370a355ab0c'}
422204405	2020-03-29T18:11:37.000Z	1244326362493657091	I got high & drunk last night in my room . Fun times can’t wait to actually go out drinking with ppl	{'place_id': '1d9a5370a355ab0c'}
22635360	2020-03-29T16:16:42.000Z	1244297442088177666	Things I will never take for granted...Going out to eat...Having a Beer at a Bar...Spending Time with my closest friends...Checking on family & friends on a consistent basis...Just being there for people...Going to a sporting event...Watching a game on TV...Concerts...	{'place_id': '97ae6559498bd23d'}
4146731834	2020-03-29T16:04:45.000Z	1244294434587631617	 Yes Bria I look like a burnt chicken nugget😭😂 I’m glad we not coming back to school now	{'place_id': '1d9a5370a355ab0c'}
66424311	2020-03-29T16:03:19.000Z	1244294073520963584	I moved again. Got rid of the orange roommate. I’m in the adoption center executive suite. Nothing but the best for Queen Me. My throne is right next to my office in a place called the public bathroom.  	{'place_id': '0fc2eabcfb14c000'}
114347093	2020-03-29T15:50:41.000Z	1244290894322376705	 It comes from being 0 and having changed careers. I went to school last year to become an esthetician. I graduated and got my license by the end of the year. I started my job in January. Now I can’t do my job and don’t know when I can. So I feel stupid for my career choice.	{'place_id': '9f3d755fe1a081a4'}
1942798214	2020-03-29T15:36:47.000Z	1244287394775531521	Go to college they said. 	{'place_id': '1d9a5370a355ab0c'}
30252520	2020-03-29T14:21:30.000Z	1244268450232643585	Not sure who needs to hear this.It's fine to go out & ride. If you have the choice to, I'd ask to be mindful of how long the ride needs to be, in both distance and time.If you want to take the guidance in a fuzzy way, why not ride your bike to run multiple errands in 0 trip?  	{'place_id': '1d9a5370a355ab0c'}
17150789	2020-03-29T14:03:34.000Z	1244263936939167748	If everyone would just stay home, or if they have to go out six feet away from everyone else, the numbers would come down materially. 	{'place_id': '1d9a5370a355ab0c'}
402851396	2020-03-29T13:18:20.000Z	1244252551840706563	Plans during the lockdown are so easy to make. Granted, it’s not much different from what I was doing all winter anyways being a homebody n all lol it’s like “you know what? I’m gonna watch a movie today!” Hahah I can’t wait to be able to go out again	{'place_id': '1d9a5370a355ab0c'}
865003917096083457	2020-03-29T13:10:07.000Z	1244250484224950272	 Taking time off is a risk, but I definitely would have gone to college. I didn’t know how to navigate higher ed, I didn’t know I could ask questions, I didn’t know there were resources for struggling students. I didn’t even know how to study.	{'place_id': '1d9a5370a355ab0c'}
22021266	2020-03-29T13:02:20.000Z	1244248528207196162	Roll your money into cocaine straws before you go out to save you the hassle of doing it when it's time to party! 	{'place_id': '1d9a5370a355ab0c'}
616871457	2020-03-29T12:35:54.000Z	1244241875441246209	As grocery store workers keep testing positive, my fear keeps growing of going to work	{'place_id': '1d9a5370a355ab0c'}
304734580	2020-03-29T11:51:00.000Z	1244230576267243520	good morning, time to be a responsible young adult and go to work 😔😔😔	{'place_id': '1d9a5370a355ab0c'}
316698745	2020-03-29T10:54:06.000Z	1244216256779165703	Remember “Going Out”? Me Neither 	{'place_id': '1d9a5370a355ab0c'}
539512112	2020-03-29T08:51:13.000Z	1244185329357160448	I was already unmotivated every year (after spring break) to go to school/do any schoolwork... now staying at home, having class online for the rest of the semester, and an exam in 0 days is making me more unmotivated and careless than ever😓	{'place_id': '389e765d4de59bd2'}
1023494472217370624	2020-03-29T07:36:49.000Z	1244166607187869697	I’m actually scared to go out when this is all over, cause I most def forgot how to act 🥴	{'place_id': '1d9a5370a355ab0c'}
191289422	2020-03-29T07:35:47.000Z	1244166348298731526	Yesterday, I talked to Troy’s spouse for about nine hours. He spoke about his love for non-stop. They met at Generator in 0. Troy and I would go out and dance the night away. He was my friend. I hadn’t seen him in fifteen years. But I never stop thinking about my friend.	{'place_id': '1d9a5370a355ab0c'}
21472929	2020-03-29T07:31:37.000Z	1244165299143938048	Back when I used to go out and flirt with bois 😔 	{'place_id': '1d9a5370a355ab0c'}
14157026	2020-03-29T05:38:58.000Z	1244136950564622344	We returned to college in the fall & then in the Spring (0)  & set sail with  We circumnavigated the globe & got lost on Table Mountain, hiked along The Great Wall of China, drank wine in South Africa, & held snakes (in short). LBC & FOB came with us. 	{'place_id': '1d9a5370a355ab0c'}
25370185	2020-03-29T05:27:58.000Z	1244134182286176256	 There is an understanding, even unspoken, with most people I’m encountering in Chicago* that it’s not personal, we’re just trying to stay safe.*When I do have to go out.	{'place_id': '1d9a5370a355ab0c'}
567614457	2020-03-29T05:24:29.000Z	1244133303969558528	Y’all so fucking dumb if you’re going out when you’re not suppose to! Even if it’s “less than 0” !!! 	{'place_id': '1d9a5370a355ab0c'}
39134024	2020-03-29T03:01:47.000Z	1244097394477760512	Hov to Elliot “listen if you’re going to work from home, I need your time and effort sheet”  like , “got it! Create amazing playlists! That’ll keep them off my ass!” 😂 	{'place_id': '1d9a5370a355ab0c'}
254764873	2020-03-29T02:49:20.000Z	1244094261747953666	A lot more people going out for walks nowadays lol	{'place_id': '1d9a5370a355ab0c'}
52969240	2020-03-29T00:02:36.000Z	1244052300534108160	    Retire now. This is your peak. Go out like MJ the first time.	{'place_id': '1d9a5370a355ab0c'}
