2164225647	2020-11-02T23:57:44.000Z	1323414018384666626	It’s so dark when I leave work 😩I rather be going to work when it’s dark	{'place_id': '96af18411a813391'}
2216623579	2020-11-05T17:57:38.000Z	1324410559228452866	I really don’t wanna go to work😫 but I ain’t even gon start that shit 😂🤦🏽‍♀️	{'place_id': '23a06e5cc6d83009'}
95357857	2020-11-05T17:52:04.000Z	1324409160998543364	Before Election Day “It was go out and Vote”Now his supporters saying “Stop the count”This truly shows how he corrupts the minds of his supporters.That’s really crazy.	{'place_id': '011add077f4d2da3'}
3234950775	2020-11-05T16:44:29.000Z	1324392149560004611	Don’t hmu to go out I’m stacking for my next vacay. Thank you in advance	{'place_id': '00ca6959663f6d44'}
827586922818174976	2020-11-05T16:26:10.000Z	1324387543564111873	Having a baby is so exhausting, I wake up so drained it’s sometimes aggravating but the moment I get out of bed and take my baby out to start the day All those feelings go out the window. Being a mom is such an understatement	{'place_id': '5c7686d4c90a9bb0'}
197509918	2020-11-05T14:54:38.000Z	1324364505531453442	 Jesu! What a skitzo... ‘Count them! Stop them!’ You’d think he’d go out with some dignity. Sore loser	{'place_id': '011add077f4d2da3'}
37977555	2020-11-05T14:51:01.000Z	1324363597045260291	 “I’m losing! STOP THE COUNT!” Fucking moron. Go out with a shred of class. We spoke. You out. BYE BYE!	{'place_id': '8279f00eacbd9f3b'}
1270309021145280513	2020-11-05T14:32:59.000Z	1324359058606927873	Just saw my package from  before going to work so hyped can’t wait to open it	{'place_id': '002e24c6736f069d'}
175883064	2020-11-05T14:30:45.000Z	1324358497199443968	Ole boy going out bad ain’t he?	{'place_id': '554f68119fdd35bd'}
946073202580652032	2020-11-05T14:21:53.000Z	1324356262927151104	Inaction breeds doubt and fear. Action breeds confidence and courage. If you want to conquer fear, do not sit at home and about it. Go out and get busy!	{'place_id': '01a9a39529b27f36'}
1009585250987597825	2020-11-05T14:19:20.000Z	1324355623841124353	Should i go to work?	{'place_id': '011add077f4d2da3'}
32666997	2020-11-05T14:15:31.000Z	1324354662154338307	You are going out so pathetic. 	{'place_id': '00c39537733fa112'}
179393526	2020-11-05T13:50:43.000Z	1324348419633221634	Independent thinking. My father taught me the importance of being a leader & not a follower. Following the beat of YOUR own drum will never go out of style. 	{'place_id': '23a06e5cc6d83009'}
18084426	2020-11-05T13:32:36.000Z	1324343863805382660	The pangram in today’s  newsletter spelling bee is GLAMOUR. Feels good to breaks a weeks-long slump. Go out and get it today y’all it’s 	{'place_id': '011add077f4d2da3'}
122119596	2020-11-05T13:32:06.000Z	1324343734734118913	This is what I do in the morning. Go out into the hall, and have a good roll on the neighbor’s door mat. This is normal.   	{'place_id': '011add077f4d2da3'}
30210665	2020-11-05T13:13:11.000Z	1324338977365778435	Got energy left? Go to work for Warnock Georgia. Georgia, fire Kelly Loeffler!!	{'place_id': '01a9a39529b27f36'}
30210665	2020-11-05T13:03:11.000Z	1324336459176955906	   You're going to work for the runoff election in Georgia to elect Warnock and flip the Senate Blue, right?	{'place_id': '01a9a39529b27f36'}
1220021184319889408	2020-11-05T12:30:23.000Z	1324328204308545538	i might just go out dolo cause im gonna feel the nice weather lmao	{'place_id': '858cec499f8adba6'}
48531464	2020-11-05T12:02:56.000Z	1324321296583446530	 Supported you Elise now go out and support your/our  	{'place_id': '4191c128bb4261b5'}
990717649	2020-11-05T06:53:53.000Z	1324243523277905921	I William McCullough 0rd In Newyork City ( USA )  waiting on the Elevator in my Apartment Building and getting ready to go out and enjoy my day. (  King ) (  Ace of Spade and King of Spade ) (  I Habibi -  I BeBella ) 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.99112517, 40.7588419]}}
4150835086	2020-11-05T06:19:51.000Z	1324234956365844481	  No contradictions... we are the United STATES. If you live in a “red state” and want it to go “blue” go out and vote. Each individual vote determines how the electoral college votes. Educate yourself.	{'place_id': '00c39537733fa112'}
932440623013093376	2020-11-05T05:09:50.000Z	1324217338657411079	WELP that’s my last time going out my way for someone!!	{'place_id': '002e24c6736f069d'}
712281298346319872	2020-11-05T04:37:52.000Z	1324209293969793025	I want to go back to college! 	{'place_id': 'b6120fe5914df292'}
46819884	2020-11-05T04:10:00.000Z	1324202280451715074	Y’ALL. Stop refreshing Twitter like it’s Grindr when the bars close (remember going out?) and get some sleep. GA will tease this out all night. NV is still in pj’s and just ‘checking messages.’ PA is still checking options and won’t confirm. Call it a night and hope for a nooner.	{'place_id': '01a19311427f5f07'}
2952442011	2020-11-05T03:56:55.000Z	1324198985595314178	 R-A-I-S-I-N-G. It takes a village and teachers are undoubtedly part of that village. Outside of a pandemic, more and more elementary aged kids are going to school longer. In many charters it’s 0:0 AM to 0 PM. Then, homework, dinner, and maybe some playtime? Check my math tho	{'place_id': '011add077f4d2da3'}
104394160	2020-11-05T03:50:56.000Z	1324197479261315072	 My favorite radio show to listen to. My kids listen and know the segment songs too, from me always listening in while I drop them off to school 😂😂	{'place_id': '011add077f4d2da3'}
39174658	2020-11-05T03:31:38.000Z	1324192623742124038	This nigga I went to college with swears he’s Gods gift to this world. His snaps be having me in tears. Always shirtless, constantly licking his lips & smoking hookah. Niggas be birds I tell ya 😂😂	{'place_id': '011add077f4d2da3'}
357525263	2020-11-05T02:42:46.000Z	1324180327758241794	 Just go out and make the difference 💫	{'place_id': '7356b662670b2c31'}
45074864	2020-11-05T02:29:45.000Z	1324177051851644928	Well one thing is for sure,  is definitely going out with the highest ratings of anything ever !  	{'place_id': '01a9a39529b27f36'}
48531464	2020-11-05T02:04:35.000Z	1324170716003160064	     Now that’s the way the tweet should go out as apposition to the   and others are tweeting	{'place_id': '4191c128bb4261b5'}
20413128	2020-11-05T01:18:08.000Z	1324159025433481216	As much shit we were giving all those go out and vote stuff . The stuff worked because it might be the highest voter turnout ever	{'place_id': '00c39537733fa112'}
844231585	2020-11-05T01:13:34.000Z	1324157879088271362	🤝 EVERYDAY GO OUT AND DO WHAT YOU LOVE ‼️🐎 	{'place_id': 'fa3435044b52ecc7'}
1247324030925000705	2020-11-05T01:09:43.000Z	1324156908140376064	 did you go out of business? Website can’t be found, app doesn’t work anymore and you owe me a refund for my classes I paid for and didn’t get to take 🧐	{'place_id': '01a9a39529b27f36'}
1476546709	2020-11-05T00:12:57.000Z	1324142622500360193	I’m going out for drinks this weekend 🤭	{'place_id': '011add077f4d2da3'}
48531464	2020-11-05T00:08:12.000Z	1324141428000346115	 Now how about going out and fighting for your bosss 	{'place_id': '4191c128bb4261b5'}
782760692	2020-11-06T23:36:00.000Z	1324858101707706370	  You idiot🤦🏻‍♀️ other than going out of state where have you seen me outside? Thank you go to sleep	{'place_id': '002e24c6736f069d'}
3177682013	2020-11-06T23:20:38.000Z	1324854232961454080	I just told him I don’t want to date him, politely TWICE! I told him I don’t want to go out with him for drinks, again, politely. BITCH! Come see something 	{'place_id': '011add077f4d2da3'}
159726984	2020-11-06T23:14:37.000Z	1324852717559468033	 I could go to work on that hot moist talented swallow	{'place_id': '00c39537733fa112'}
3131413905	2020-11-06T22:51:34.000Z	1324846918103670784	 hey jake my gf made me go out to eat. I miss you, what’s going on right now??? Following cnn online for up to date stuff but I thought I’d go to the source.	{'place_id': '011add077f4d2da3'}
282741717	2020-11-06T22:35:55.000Z	1324842981715750912	who said she can go out?! 	{'place_id': '7329ff8dbdf5bc00'}
1330493420	2020-11-06T21:54:52.000Z	1324832649186332673	  You guys were fine four years ago when your dirty Russian tricks got you to the finish line.  Now you want to flood the air ways with lies, but it ain’t going to work obviously.   🔵🔵🔵 	{'place_id': 'a64b09ad02cb5c61'}
322859571	2020-11-06T21:52:29.000Z	1324832050847907840	0 really going out wit a bang 😒	{'place_id': '01a9a39529b27f36'}
620611977	2020-11-06T21:23:50.000Z	1324824839862013952	 Social quarantine has required focusing on dryland workouts. It can be as simple as yoga on the mat; Swiss Ball & TRX are a useful level up for stability muscles; kettle bells & dumbbells are top tier. I’m going to work resistance bands into my toolbox this winter.	{'place_id': '01a9a39529b27f36'}
361036623	2020-11-06T21:20:33.000Z	1324824013235998723	 Hmmm someone took the short yellow limo to school. 	{'place_id': '011add077f4d2da3'}
453704729	2020-11-06T21:06:31.000Z	1324820482076659714	 Going to jail, when he is no longer shielded by the office of the presidency, is yet another disgraceful way to go out. But Trump made his bed, as it were, so all of his options are bad.	{'place_id': '011add077f4d2da3'}
1089679403221729281	2020-11-06T20:31:40.000Z	1324811712088969228	 Brodie is going to work on Cespedes’ Ranch	{'place_id': '002e24c6736f069d'}
172257754	2020-11-06T20:25:02.000Z	1324810043850657792	Von really didn’t go out like a hoe💯	{'place_id': 'fa3435044b52ecc7'}
36604258	2020-11-06T20:23:47.000Z	1324809729017786373	" You do know if he campaigned these past few months by saying ""Let's go out and out vote the Liberals by mail-in ballot"" all of his cult followers would've listened and be would've received far more mail-in ballots and had an actual chance"	{'place_id': '00c39537733fa112'}
82791832	2020-11-06T20:18:22.000Z	1324808364736630784	 Well when you piss off enough people it makes others want to go out and make a difference and change for the better!  Your father pissed off a lot of people hence breaking records!	{'place_id': 'a0ca3d7968ca1f23'}
829786689711243264	2020-11-06T20:09:06.000Z	1324806030967164934	It's November and the weather is 🔥🔥!! Go out and enjoy this weekend! Make sure you continue wearing a mask and socially distance though...Happy Friyay!!     	{'place_id': '011add077f4d2da3', 'coordinates': {'type': 'Point', 'coordinates': [-73.95, 40.65]}}
158710709	2020-11-06T20:04:50.000Z	1324804958177366016	🔥🔥🔥Going out sad 	{'place_id': '858cec499f8adba6'}
2492165570	2020-11-06T19:59:33.000Z	1324803628788580353	  That has not what this has been about. Despite being an utter ass, & Covid, Trump did better with everyone it appears (& we do need better data that may never come) except white men. Why? An agenda that works & respects those that don’t go to college. And consistent outreach.	{'place_id': '01a9a39529b27f36'}
1220021184319889408	2020-11-06T19:29:19.000Z	1324796021306740742	anywaysss. its beautifulll outside. i need to go out	{'place_id': '858cec499f8adba6'}
227622905	2020-11-06T18:54:57.000Z	1324787370412179459	The weather wants me to go out and drink tonight and tomorrow chile I don’t make the rules	{'place_id': '01a9a39529b27f36'}
446736121	2020-11-06T18:16:23.000Z	1324777664750755840	  Loved Back to School.	{'place_id': '01a9a39529b27f36'}
1221628395898970113	2020-11-06T18:12:44.000Z	1324776747959767040	thinking about going back to college 📚	{'place_id': '002e24c6736f069d'}
236649070	2020-11-06T17:48:52.000Z	1324770743067070464	 I want to go out and dance	{'place_id': 'b046074b1030a44d'}
3711389543	2020-11-06T17:48:00.000Z	1324770525315518464	Somewhere between wanting to go back to school and not wanting to pay for it.Jesus be a grant	{'place_id': '011add077f4d2da3'}
283830150	2020-11-06T17:36:50.000Z	1324767712762015744	Why doesn’t the state and city provide a clear update to school families and small businesses in these zones in Brooklyn? Our communities are completely left in the dark and that is unacceptable! 	{'place_id': '011add077f4d2da3'}
468010490	2020-11-06T17:33:43.000Z	1324766930125860864	  This was so confusing being from nyc and going to school at penn state. What I learned is that “jawn” is used to basically describe anything lol	{'place_id': 'b046074b1030a44d'}
596802559	2020-11-06T17:32:27.000Z	1324766610482233347	We’re gonna beat trump but the fact he weaponized his cult of non mask folk to gather for rallies and go out and droves for Election Day is going to lead to even more COVID cases so it’s pretty much going to be his final fuck you.	{'place_id': '1e11d8be00564690'}
1617966620	2020-11-06T17:29:48.000Z	1324765943050997763	 Do you have any sort of flammable accelerant? You might want to go out & help him get over his disgust & disappointment all the faster! That’s what a good neighbor would do.🔥 	{'place_id': '011add077f4d2da3'}
566626568	2020-11-06T17:27:47.000Z	1324765434739130368	Packs going out. Thanks for shopping with us. New items being added to the  store daily. Link in bio to tap in. 🌎  🌎 @ TopShelf Kicks 	{'place_id': '8739d0bab792509d', 'coordinates': {'type': 'Point', 'coordinates': [-74.2792552, 40.8425442]}}
2500563393	2020-11-06T16:54:34.000Z	1324757076028084229	I just love how my friends and I went to college and GRADUATED and are now working professionals or working towards it.      	{'place_id': '2ee2a9232db9851a'}
41200978	2020-11-06T16:45:54.000Z	1324754893714956288	 I definitely see her dramatic ass giving a whole soap opera as to how she got to school 😂😂😂	{'place_id': '926fea31818e07d2'}
41200978	2020-11-06T16:43:47.000Z	1324754362749640704	 I see you wrestling goats and donkey along the way to protect your siblings so you could get to school on time 😂😂😂😂	{'place_id': '926fea31818e07d2'}
224727437	2020-11-06T16:40:14.000Z	1324753468901515264	 I see the way you’ve been looking at me through the TV and yes, I will go out with you.  	{'place_id': '01a9a39529b27f36'}
709699991758086144	2020-11-06T16:31:13.000Z	1324751201624334337	Bitches that left for college when I was in community college back living with they moms and a forex trader ... what the fuck you go away to college for	{'place_id': '00c39537733fa112'}
41200978	2020-11-06T16:25:47.000Z	1324749831689195520	I highkey see  telling his kids one piece ah lie and story about how he got to school. God help them 😭😭😭	{'place_id': '926fea31818e07d2'}
41200978	2020-11-06T16:23:09.000Z	1324749171493113864	Get ready to tell Ming all of the trials and tribulations you went through to get to school. 😭😭   	{'place_id': '926fea31818e07d2'}
113397073	2020-11-06T16:16:22.000Z	1324747461466927112	 The last four years have been such a bonanza for him. Wants to go out at his peak?	{'place_id': '6ecd80a684f06657'}
463132443	2020-11-06T16:08:21.000Z	1324745445168525312	I think it’s crazy how we literally didn’t ask to be here and now we gotta go to school, go to work, and pay pills like i asked for it 😭	{'place_id': '00c55f041e27dc51'}
3404850448	2020-11-06T16:06:37.000Z	1324745008914845696	they wasn’t letting duck go out like that huh? damn Von	{'place_id': '00c39537733fa112'}
352580700	2020-11-06T16:05:59.000Z	1324744852207226881	My son is rushing me ...which..is like..if you ask me one more time if we going out while I’m trying to use the bathroom 	{'place_id': '01a9a39529b27f36'}
1850195078	2020-11-06T15:15:43.000Z	1324732200617693185	I hate when people ask why I went to college. Being educated is better than looking like Mayweather... a rich clown.	{'place_id': '01a9a39529b27f36'}
10040232	2020-11-06T14:59:10.000Z	1324728036554608640	 So true: I deeply miss being able to just go out an grab an utthapam (my favorite) or dosa anytime when we lived in Jackson Heights.	{'place_id': '01a9a39529b27f36'}
1219663835457630208	2020-11-06T14:57:27.000Z	1324727602062512129	Cant go to work say less bout to smoke a blunttttt	{'place_id': '00c39537733fa112'}
50179868	2020-11-06T14:27:21.000Z	1324720026797166595	Going to school on the Main Line is such an experience lmfao. Watching these folks change is truly something else.	{'place_id': '01a9a39529b27f36'}
33824716	2020-11-06T14:04:46.000Z	1324714343607398400	 I know I see that ... it all makes sense. Going to work ....	{'place_id': '27485069891a7938'}
2952442011	2020-11-06T13:33:45.000Z	1324706540935368707	Go out of your way to thank an essential worker today because they’re about to be required to risk it all for people who don’t wear masks again.	{'place_id': '011add077f4d2da3'}
733472708571324416	2020-11-06T13:32:13.000Z	1324706151406120960	 Go to work the next day.	{'place_id': 'f97108ab3c4a42ed'}
391737401	2020-11-06T11:34:33.000Z	1324676543126396929	  Going to go out on a limb and reckon you aren’t a *Republican* poll watcher, which seems to be the issue	{'place_id': '00c39537733fa112'}
233628760	2020-11-06T11:16:44.000Z	1324672058589122562	Goodmorning and happy Friday.Yesterday, I had a student who literally wore squeaky toy shoes to school. It was hell on earth both when she walked and ran.Enjoy. 	{'place_id': 'b87b05856ab8dbd8'}
102532198	2020-11-06T11:10:12.000Z	1324670412450598913	 So where's the problem? He voted,right ? How he knows their issues? Hey,friend you voted ? Keep it stepping! Go to work. yeezes.people can't mind their own ! Oh yeah tell your friends in Pennsylvania to stay there,Coming over here causing problems  🤬	{'place_id': '002e24c6736f069d'}
19215468	2020-11-06T06:00:20.000Z	1324592434836361216	  Lol don’t go out much due to covid0	{'place_id': '00c39537733fa112'}
1687260318	2020-11-06T05:02:40.000Z	1324577921076527106	Nah Trump going out sad he really losing me 😂😂😂	{'place_id': '002e24c6736f069d'}
244642108	2020-11-06T04:29:29.000Z	1324569570640764928	 Tuhhh remember homeboy that drove like 0 hours to NYC and stabbed a random black man in Times Square... they go out their way for us. 🤦🏾‍♂️	{'place_id': '3be6e3e32603c621'}
289828223	2020-11-06T04:06:04.000Z	1324563677400473600	I came thisclose to going to school in Pitt and sometimes I wonder how different life woulda shook out	{'place_id': '011add077f4d2da3'}
3186086937	2020-11-06T03:55:56.000Z	1324561126370222080	    You talking about games ppl got for free with gamepass. Ppl didn't go out and pay full price for those games man. Its not remotely the same thing.	{'place_id': '011add077f4d2da3'}
182437876	2020-11-06T03:06:51.000Z	1324548776258899968	Ready to go to work, my vacation is over. NO job NO money!💪I can find the new work environment.	{'place_id': '011add077f4d2da3'}
928021057583411200	2020-11-06T03:03:43.000Z	1324547984302968832	I just need a man to eat all the flats when we go out for wings so I can eat all the drums	{'place_id': '002e24c6736f069d'}
5508062	2020-11-06T02:44:48.000Z	1324543224669704192	He doesn’t want the job anymore. He wants out. He wants to go out kicking and screaming, but he wants out.	{'place_id': '011add077f4d2da3'}
1230360327520432128	2020-11-06T02:23:17.000Z	1324537811169673216	 They are pretty crowded every day. You need to have more D trains running during peak hours. We need to go to work. This was around 0am from Columbus Circle to Coney Island.	{'place_id': '01a9a39529b27f36'}
168732891	2020-11-06T02:19:20.000Z	1324536816339423232	 She should have sold one of the birkins or something, baby girl going out SADT	{'place_id': '011add077f4d2da3'}
14656586	2020-11-06T02:13:39.000Z	1324535385062625281	 Has Heffernan never felt that sting of celebrating going out on that first date only to get a text after that says, “I’m actually really sorry, I’m going out of town for the next couple of weeks...”?	{'place_id': '011add077f4d2da3'}
2630307154	2020-11-06T01:52:59.000Z	1324530185396490241	You don’t really know who Clare is. Yes, she is SO Beautiful, Intelligent, Funny, Caring and Nice, etc. But, she was SERIOUSLY feening for Dale. And, sometimes with that, whatever or whomever else can go out the window! 	{'place_id': '01a9a39529b27f36'}
912172143885955073	2020-11-06T01:40:15.000Z	1324526981841588224	I kinda wanna go out and do something spontaneous tonight	{'place_id': '27485069891a7938'}
1066727310	2020-11-06T01:21:28.000Z	1324522255204962306	Trump going out sad like the bitch he is. Disgraceful.	{'place_id': '002e24c6736f069d'}
380738653	2020-11-06T01:07:26.000Z	1324518724683124737	I’m going out to Long Island this weekend. I wish I had someone to drive me 😣😣😣 I don’t want to take the LIRR	{'place_id': '00c39537733fa112'}
1292230639572389888	2020-11-06T00:28:34.000Z	1324508943226490889	I can’t explain it but this boy is really my child. It’s scary cuz I know he’s going to work my last nerve as he grows up being just like me.	{'place_id': '011add077f4d2da3'}
37794340	2020-11-06T00:26:22.000Z	1324508385811795969	 It's going to work against Trump.	{'place_id': '00c39537733fa112'}
23897833	2020-11-06T00:25:26.000Z	1324508152411398144	The best way to watch his Bullshit Lying Trap. It's a Shitshow. It's so fucking sad & patheticCan't believe they let him go out & spread more lies. Disgraceful   	{'place_id': '00c39537733fa112', 'coordinates': {'type': 'Point', 'coordinates': [-73.9068681, 40.7118305]}}
1726979365	2020-11-06T00:08:06.000Z	1324503791182450691	What a sad pathetic way to go out. Differences aside, how could anyone want a coward like that running our country.	{'place_id': '00c39537733fa112'}
3027955583	2020-11-06T00:02:53.000Z	1324502476108795915	 I'm still researching but for a example the person needing bail has family members often speak to state reasons why they aren't a flight risk or how's their productive an work or go to school for reasons to lower bail. Not family members of accusers who have decided your guilty.	{'place_id': '01a9a39529b27f36'}
1242320714	2020-11-07T23:48:42.000Z	1325223683556864000	I miss going out omg 	{'place_id': '01a9a39529b27f36'}
890781668491096067	2020-11-07T23:47:32.000Z	1325223392551837696	 Plz to check NY weather before you ever go out there	{'place_id': '002e24c6736f069d'}
1304576991421755397	2020-11-07T22:59:43.000Z	1325211357134823425	For everyone that said that trump was the best president ever in history, doesn’t know anything about history and needs to go back to school, for real. 💤😇😇😇😇😇😇😇🙏🙏🙏	{'place_id': '002e24c6736f069d'}
421343426	2020-11-07T22:56:30.000Z	1325210545906016256	Imagine going out this way. Fucking hilarious 	{'place_id': '00c55f041e27dc51'}
16362685	2020-11-07T22:55:41.000Z	1325210341756821504	There are probably gonna see some pissed off Trump supporters. Please be cautious when going out, Especially now that it gets dark earlier. 	{'place_id': '00c39537733fa112'}
523776812	2020-11-07T21:01:22.000Z	1325181575215058946	 I am ecstatic ! Going out for dinner tonight feeling like my whole future has opened up!	{'place_id': '01a9a39529b27f36'}
2950745907	2020-11-07T20:51:41.000Z	1325179138450329601	Can someone go out w me today idk what we gon do but I’ll drive MAYBE 😂🥰😘	{'place_id': '9d22866e11c9b6b7'}
414315316	2020-11-07T20:50:53.000Z	1325178936985219075	Yessss go out there!!! 	{'place_id': '011add077f4d2da3'}
448004581	2020-11-07T20:41:29.000Z	1325176571322380289	yup bout to go out and enjoy my evening 	{'place_id': '011add077f4d2da3'}
4101718643	2020-11-07T20:12:53.000Z	1325169371501748225	 Good for you Sam. It’s like playing 🇷🇺 Roulette going out there for this organization.	{'place_id': '4a4c49cb161a4eb9'}
182577520	2020-11-07T20:12:45.000Z	1325169340883361792	😂 LOLOLOL oh my goodness, he’s really gonna go out like that?!C’mon 	{'place_id': '01a9a39529b27f36'}
878595632830787586	2020-11-07T19:47:24.000Z	1325162958612295688	‘If we were able to rally US citizens to go out and  than today more than ever- we must bring our community together to fight towards a ’ -Lorena Zepeda, TPS Holder  rider 	{'place_id': '10d2f6857b8ac152'}
48405186	2020-11-07T19:34:11.000Z	1325159633170948096	There never is. When the Messiah doesn’t show they usually fizzle out. Hopefully they won’t go out with a bang or a vat of Kool-Aid. 	{'place_id': '01a9a39529b27f36'}
3008842054	2020-11-07T19:26:04.000Z	1325157589525569537	 Don’t forget to school him on police unions.	{'place_id': '01a9a39529b27f36'}
326798233	2020-11-07T18:32:25.000Z	1325144089394884608	I want to go out and dance in the streets but honestly I feel like I can relax and rest for the first time in 0 years. I want to celebrate but first I want to allow myself to relax and enjoy this moment.	{'place_id': '011add077f4d2da3'}
1111525399773831168	2020-11-07T18:30:02.000Z	1325143490481754112	A good spot to go out to eat with hookah and good drinks	{'place_id': '01a9a39529b27f36'}
47634553	2020-11-07T18:27:04.000Z	1325142744491122691	 Everyone coming on here trying to school me on Biden’s war record 	{'place_id': '00c39537733fa112'}
2922404977	2020-11-07T18:21:11.000Z	1325141260982644743	    I mean we were the first ones to go out there and wear masks in the first place 🤣	{'place_id': '011add077f4d2da3'}
843454146791399425	2020-11-07T18:20:51.000Z	1325141177536966659	Na  I gotta buss this move next time we go out 	{'place_id': '01a9a39529b27f36'}
753301531	2020-11-07T18:08:25.000Z	1325138049328582656	 is safe!!!! 0,0 New Americans can get on with their lives, go to school, find good jobs!	{'place_id': '011add077f4d2da3'}
119077078	2020-11-07T17:56:25.000Z	1325135028330749953	 Yeah, I cancelled plans to see some friends (outside) today so I'll just be going to work and nothing else. No covid for us in this house pls!!!!	{'place_id': '00c39537733fa112'}
102532198	2020-11-07T17:55:46.000Z	1325134864123895808	  If you feel like that,you're grown ! Go out..Get covid..then God forbid you end up in a hospital you will be alone and most likely die alone on a ventilator ! He wants to save lives .Look how many have died...I 🤦‍♀️	{'place_id': '002e24c6736f069d'}
2320034306	2020-11-07T17:50:58.000Z	1325133656529235969	I wanted to treat myself with a dope jacket but now I don’t take the train, or go to work so it might be wasted money.	{'place_id': 'b046074b1030a44d'}
3298510333	2020-11-07T17:50:09.000Z	1325133451473907714	Going out sad lmfaooo 	{'place_id': '002e24c6736f069d'}
63763574	2020-11-07T17:49:37.000Z	1325133318170480641	  Literally text me. Let’s go out.	{'place_id': '44453d2ae8e47fd5'}
3398717277	2020-11-07T17:43:53.000Z	1325131877150195713	i’m going out & getting fucked up tonight	{'place_id': '002e24c6736f069d'}
88303757	2020-11-07T17:38:02.000Z	1325130402655334403	 Unlike previous Democratic wins, I cannot go out of my way for America for the sake of unity. Every Democrat, suddenly changed their attitudes to cheery people today. I will not forget the bitter spiteful angry people that made my life a hell the last 0 years.	{'place_id': '00c39537733fa112'}
4625949075	2020-11-07T17:37:24.000Z	1325130242407673862	babe if you’re going out to celebrate Biden’s win, wear a mask pls 😩	{'place_id': '00c39537733fa112'}
30706423	2020-11-07T17:31:36.000Z	1325128785067339782	I may need to go out and buy more tissues to get through today. We did it!   	{'place_id': '01a9a39529b27f36'}
38910275	2020-11-07T17:28:04.000Z	1325127896483028994	At work right now and i just want to go out and celebrate with them 	{'place_id': '011add077f4d2da3'}
1687260318	2020-11-07T17:27:07.000Z	1325127657332281344	If I was Trump I would just delete my Twitter and Take my L with class and dignity. But instead my son going OUT Real Bad  and a sore loser 😂😂😂😂. Like son Pack you bag you going to Jail 😭😭 	{'place_id': '002e24c6736f069d'}
717692852	2020-11-07T17:27:01.000Z	1325127629897412611	Brooklyn is WYLIN right now. Don’t know if I should stay in or go out!	{'place_id': '011add077f4d2da3'}
159665780	2020-11-07T17:26:51.000Z	1325127590202535937	Trump gon go out with a bang lol	{'place_id': '00c39537733fa112'}
1246194906655318016	2020-11-07T17:25:33.000Z	1325127260664442880	I go out to lunch with Kamala so...	{'place_id': '28f64c48dc40e28e'}
33656942	2020-11-07T17:25:12.000Z	1325127174546841601	Let’s go to work!!! 🇺🇸   @ Bronxville, New York 	{'coordinates': {'type': 'Point', 'coordinates': [-73.82611111, 40.94]}, 'place_id': 'da21b3f3a7eb59b0'}
50179868	2020-11-07T17:20:13.000Z	1325125920328445952	I hope y’all joking about going out tonight lmao. I hope y’all just talking. Gather your champagne and turn up in your living rooms.	{'place_id': '01a9a39529b27f36'}
481349391	2020-11-07T17:12:22.000Z	1325123942470676487	  I went to school with a number of  women	{'place_id': '00c39537733fa112'}
2809590112	2020-11-07T17:11:41.000Z	1325123771175477250	the crowd in times square right now is making me so happy. i went to college in philly and now live in nyc and nothing is better than enthusiastic blue cities	{'place_id': '00c39537733fa112'}
25886749	2020-11-07T17:10:01.000Z	1325123354500722688	He really did go out like Stan Chera	{'place_id': '011add077f4d2da3'}
216103914	2020-11-07T17:09:51.000Z	1325123311450411011	 It's better than going out during riots but in NYC there's a thin line between riots & celebrations lol I'll watch my back.	{'place_id': '00c39537733fa112'}
17219119	2020-11-07T17:07:59.000Z	1325122842107797505	We did it. It is a beautiful day for Democracy. And if there are legal challenges and recounts, fine... we get to watch Donald Trump lose twice. I’m going to go out and scream with my neighbors now.  	{'place_id': '011add077f4d2da3'}
1732592520	2020-11-07T17:05:07.000Z	1325122119164981249	we just all had a front row seat — watching the lights go out on the Trump administration in s l o w m o t i o n	{'place_id': '011add077f4d2da3'}
890781668491096067	2020-11-07T17:02:36.000Z	1325121487326466049	Trump should just go out with a bang and give de last set a stimulus cheques😭	{'place_id': '002e24c6736f069d'}
527026286	2020-11-07T16:54:29.000Z	1325119442708213761	Been hearing cheers of joy outside my building for the past ten to fifteen minutes. Gonna go out and Celebrate!	{'place_id': '011add077f4d2da3'}
22664103	2020-11-07T16:52:38.000Z	1325118978960875520	I can’t even go out and celebrate because Chapelle is on SNL tonight	{'place_id': 'e363ac0012f77f07'}
137238286	2020-11-07T16:44:52.000Z	1325117024968839173	anyone else CNN keeps going out?	{'place_id': '011add077f4d2da3'}
128222521	2020-11-07T16:43:53.000Z	1325116774002659330	   Juan we are screaming our lungs out on respect to good neighbors i don't go out and yell it out .We voted him out..	{'place_id': '00ca6959663f6d44'}
6338132	2020-11-07T16:43:52.000Z	1325116770752094211	Civility won. Humanity won. Empathy won. The United States of America is back and we’re ready to go to work! LETS GOOOOO!!!!!    President-elect JOSEPH BIDEN!!! 🇺🇸🇺🇸🇺🇸	{'place_id': '96ddfc4bf2f1a80c'}
1319766392	2020-11-07T16:42:51.000Z	1325116514551390210	And this is why going out to vote matters!! 😭😭 	{'place_id': '00c55f041e27dc51'}
10996862	2020-11-07T16:39:36.000Z	1325115696158740487	The Rona is so fucking annoying episode 0 how much fun would it be to go out tonight	{'place_id': '00c39537733fa112'}
324578811	2020-11-07T16:37:34.000Z	1325115187180007425	I’m hype af rn I’m going out for a drank! 😭	{'place_id': '00c55f041e27dc51'}
