2020-01-20T23:48:04.000Z	1219406266755354625	It's kinda weird not going back to school not gonna lie.	{'place_id': '48b5e9defad76941'}
2020-01-23T04:03:49.000Z	1220195404928770048	   ridiculous comparison.   Saving money for your kids to go to college is what you are supposed to do.	{'place_id': '01a9a39529b27f36'}
2020-01-23T03:55:42.000Z	1220193364043354113	And on January 0,0  and I said we’d go out for a glass of wine and that’s exactly what we did. Growth ? Or are we getting old?	{'place_id': '00c39537733fa112'}
2020-01-23T03:26:41.000Z	1220186059570647041	My mom used to say the same she would really send us to school in a bubble coat if the. Temp dropped below 0 🙄😂😭 	{'place_id': '011add077f4d2da3'}
2020-01-23T03:04:11.000Z	1220180397289615365	 Think you mean  Jan  0.   Go back to school withAOC .   Crack open a text book.	{'place_id': '00c39537733fa112'}
2020-01-23T02:56:52.000Z	1220178558779301888	When you walk in to school and see that Delilah and I have the same crazy color scheme for mismatch day!!  💚💗💜  	{'place_id': 'ea82a33637cabb81'}
2020-01-23T02:24:51.000Z	1220170499935948801	Motions of everyday life. Acting like I’m happy. Going out to fill the void. Getting back to it. Back to my practices. Digging deeper within. I’m not dependent on others to make me happy but sometimes they assist in that.  But it starts with self first 	{'place_id': '00c55f041e27dc51'}
2020-01-23T02:06:08.000Z	1220165788205813760	I’m going out in an hour, but if my hotel neighbors keep up this loudness, imma steal their “Privacy Please” sign and play ding dong ditch all night.	{'place_id': '01a9a39529b27f36'}
2020-01-23T01:09:01.000Z	1220151417333305345	 They could go out for a smoke break but that’s it. Back to the apartments	{'place_id': '011add077f4d2da3'}
2020-01-23T01:03:03.000Z	1220149912916111361	 I used to go out and busk when I had no money but I never tried selling my drawings on the train like that. That’s real fearlessness.	{'place_id': '011add077f4d2da3'}
2020-01-23T00:55:12.000Z	1220147939051548672	I really went to school with some dope people.	{'place_id': '011add077f4d2da3'}
2020-01-23T00:51:32.000Z	1220147017764216836	  Going out on your own terms &gt;&gt;&gt;&gt;&gt;&gt;	{'place_id': '011add077f4d2da3'}
2020-01-23T00:46:30.000Z	1220145748190400513	I really hated going to school in Dekalb county 	{'place_id': 'b046074b1030a44d'}
2020-01-23T00:32:53.000Z	1220142321678913537	I feel like the ultimate cop out is going out in your prime. Take a step to the side sometimes. Let shit happen.	{'place_id': 'b74cebcb62a1a686'}
2020-01-23T00:28:54.000Z	1220141319252860928	   I Agree.  They have no financial accountability training going out in the real world.  I didn’t either.  But I had the foresight to not want to burden myself or family with debt starting at college.  It’s a great failure of our education system.	{'place_id': '00c39537733fa112'}
2020-01-23T00:07:40.000Z	1220135977773076481	Being a rebel and going out on a work night 	{'place_id': '7c09539af94ab80b'}
2020-01-24T23:21:46.000Z	1220849200080019456	Might go out tonight or play the hood tonight	{'place_id': '011add077f4d2da3'}
2020-01-24T23:20:15.000Z	1220848818473906177	Currently .. going out later to celebrate my birthday ☺️ 	{'coordinates': {'type': 'Point', 'coordinates': [-73.91209972, 40.81993811]}, 'place_id': '002e24c6736f069d'}
2020-01-24T22:51:41.000Z	1220841632263700480	Friday should be a night for staying in. You go out Thursday night, you stay in Friday night. That’s my platform.	{'place_id': '01a9a39529b27f36'}
2020-01-24T22:05:56.000Z	1220830117657763841	Wanna get drunk wanna go out wanna get cute 😰😩	{'place_id': 'dc4ad595a56393ac'}
2020-01-24T21:31:22.000Z	1220821416225976320	 What? Oh man. Sorry to make you go out of your way. Super appreciate the help though. This little droid is going to be a lot of trouble	{'place_id': '2d0aad1cf0cf51f0'}
2020-01-24T21:23:55.000Z	1220819543276376064	My girl not going out	{'place_id': '00c39537733fa112'}
2020-01-24T21:01:51.000Z	1220813991234150400	 😂😂😂 idk why I was thinking the 0th! Just when I thought I was about to go out and enjoy the city	{'place_id': '011add077f4d2da3'}
2020-01-24T20:53:44.000Z	1220811945525288960	 When I was kid my friend’s parents got divorced and his mom got the Pontiac dealership. She’d had the exact bandit car w the t-tops. Hottest ride to school ever	{'place_id': 'e9143a85705b4d40'}
2020-01-24T20:19:48.000Z	1220803408015380480	I've to cover up my ear when I go out tomorrow. Which of these looks work best? 	{'place_id': '4a4c49cb161a4eb9'}
2020-01-24T20:19:04.000Z	1220803221205192704	Honestly when I go out I ain’t trying to hear old shit like that lol 	{'place_id': '2ea89874d55827b7'}
2020-01-24T20:17:38.000Z	1220802861430427649	Tabletop games with a few close friends &gt; going out/partying 	{'place_id': '01a9a39529b27f36'}
2020-01-24T20:14:42.000Z	1220802123778138117	Now it has been replaced by sheer white-hot incandescent RAGE.oh well, time to go to work I guess.	{'place_id': '00c39537733fa112'}
2020-01-24T20:04:12.000Z	1220799480221634566	Life is about repetition..We brush our teeth everyday, we shower everyday, we go to work everyday.  These same principles of repetition also have to be followed in regards to your workouts and diet plans in order… 	{'coordinates': {'type': 'Point', 'coordinates': [-73.8309, 40.7]}, 'place_id': '00c39537733fa112'}
2020-01-24T19:49:52.000Z	1220795876412731396	I haveeee to go to work tomorrow I been having too much fun.	{'place_id': '011add077f4d2da3'}
2020-01-24T19:28:21.000Z	1220790459204882433	Thank you for going out into the world and doing good       	{'place_id': '07d9f6c2bf083002'}
2020-01-24T19:24:14.000Z	1220789425069871107	There’s an artist’s private studio next to my office, we share a bathroom. Someone’s favorite artist doesn’t wash his hands and idk what to do with this info	{'place_id': '01a9a39529b27f36'}
2020-01-24T19:04:39.000Z	1220784496921980929	going out with friends 	{'place_id': '01a9a39529b27f36'}
2020-01-24T18:49:03.000Z	1220780569728032771	 Oh what great times you brought us Eli! Was glad to be at Miami game and you go out at home with a win!	{'place_id': 'df14cd4d61b8e457'}
2020-01-24T18:25:47.000Z	1220774715125567488	   I enjoyed myself with sheer Abandon but it really was a different time back then way different than now I used to go out to a bar by myself but to a place I knew the bartender and he would watch me and who would talk to me now a days that don’t happen	{'place_id': '011add077f4d2da3'}
2020-01-24T18:24:02.000Z	1220774272119058434	I wanna go out tonight and go dancing but the way my back set up 🤦🏿‍♀️😭	{'place_id': '01a9a39529b27f36'}
2020-01-24T18:06:19.000Z	1220769814366642176	Gentrifiers getting beat up for going out of their way to mind someone’s business will remain my favorite brand of content	{'place_id': '011add077f4d2da3'}
2020-01-24T17:33:13.000Z	1220761485670002689	0 Books To Make The Lead Up to College Less Stressful  via 	{'place_id': '01a9a39529b27f36'}
2020-01-24T17:20:18.000Z	1220758233209503744	this craft store going out of business got these white women actin UP	{'place_id': '0ae73f36fd07fca0'}
2020-01-24T17:01:40.000Z	1220753543940001793	Just the thought of me going back to school drivin me CRAZZZZY	{'place_id': '00c39537733fa112'}
2020-01-24T16:38:08.000Z	1220747625437237248	It makes sense for him to go out as a Giant 	{'place_id': '00c39537733fa112'}
2020-01-24T16:35:56.000Z	1220747071629774850	I remember someone threw one of these on my head for being late to school 	{'place_id': '01a9a39529b27f36'}
2020-01-24T16:18:01.000Z	1220742562706862081	Raised in Dunhill across Twin Canel in Green Run, rode the same bus to school from age 0-0. Friends killed by gang violence & many of my neighbors got life. I didn't move to the burbs till 0. Tash 0st got locked up at age 0. Your biggest tragedy is your parents splitting up.	{'place_id': '4788f93db732fe58'}
2020-01-24T16:12:53.000Z	1220741268264968192	My old ass can not go out on weeknights no more	{'place_id': '002e24c6736f069d'}
2020-01-24T15:59:24.000Z	1220737874074787841	Am I prepared for classes to start next week? Nope. Am I gonna go out for drinks anyway? Yes	{'place_id': '011add077f4d2da3'}
2020-01-24T15:56:43.000Z	1220737198666014722	 I seen 0 Giants rings. And we probably would’ve got the the finals if J.R. Smith ain’t go out partying lol.	{'place_id': 'b0ea04d294343598'}
2020-01-24T15:45:56.000Z	1220734489049157633	We are saddened to learn of the devastating fire at  a historic building in Manhattan’s  Our hearts go out to the residents, organizations, and first responders who have been impacted. #我愛唐人街 ❤️ 	{'place_id': '01a9a39529b27f36'}
2020-01-24T15:43:51.000Z	1220733961435041792	APTTMH GOD OF ISRAEL THANK YOU FOR A LOVELY WEEK SERVING YOU N GO OUT IT AGAIN HAPPY PRE-DAY ISRAEL PRAY FOR ME SHALOM MHICBUA AMEN.💜😍👸👑👏😂👪❤ 	{'place_id': '926fea31818e07d2'}
2020-01-24T15:38:51.000Z	1220732705563992064	 I’ve been on 0 dates in my life with women I didn’t end up dating or wasn’t involved with. I initiated the date but they never came at me on some “when you taking me out” energy it was always “let’s go out” or “wanna grab a drink”	{'place_id': 'b87b05856ab8dbd8'}
2020-01-24T15:26:11.000Z	1220729516320083970	Ugh, let me go to work 🙄 	{'place_id': '011add077f4d2da3'}
2020-01-24T15:19:57.000Z	1220727948631855109	 Like the Black Tusk want to go back to school!!! 	{'place_id': '011add077f4d2da3'}
2020-01-24T15:04:58.000Z	1220724175821791232	first round of beta invites going out today for 	{'place_id': '00c39537733fa112'}
2020-01-24T15:02:11.000Z	1220723475821801479	Weird one this AM at Atlantic Terminal, an elderly white guy randomly approached & handed a few $ to a black teen girl w a walker who 0) was not asking for money 0) was not homeless 0) was literally just some cute girl on her way to school. She was like um ok? And took it! Kween	{'place_id': '8da7a05f8a865e05'}
2020-01-24T14:35:17.000Z	1220716708735877121	Either we go out there, move mountains and do big badass things. Or we’re staying at home and cuddle chubby animals... and eat popcorn.Nothing in between, ok?	{'place_id': '011add077f4d2da3'}
2020-01-24T14:32:02.000Z	1220715887478693895	irrational and illogical. Fear causes us to lose our freedom to move an  and live normal lives. Fear causes us to be paralyzed and restricts us from meeting new people and going out into society and exploring new ideas and taking chances. I want less security and more freedom.	{'place_id': '812a6cfdd31b4a5f'}
2020-01-24T14:20:12.000Z	1220712910013521920	Lol I’m going out tonight... an extremely RARE sighting	{'place_id': '9d22866e11c9b6b7'}
2020-01-24T14:20:09.000Z	1220712899922092037	Text I got this AM: “walking to school, one of the pedestrian walking signs to cross Van Dam St on Thomson Ave is gone🙄.... luckily there was a traffic  cop working away”When are we going to fix this dangerous intersection and put  	{'place_id': '00c39537733fa112'}
2020-01-24T13:58:16.000Z	1220707393388122113	  Just wants to bully a shorter woman with his big manliness. Where's his wife? Did he get help from his parents? Did he go to college? Is his kid working a degree job or a minimum wage gig and hanging out? Lotta questions.	{'place_id': '011add077f4d2da3'}
2020-01-24T13:57:22.000Z	1220707163385012224	In case you thought we were doing anything differently here on this 0th weekday of this never-ending week, you’re wrong.                  💫     Ran to school.                     ✨My two kids showed off their… 	{'coordinates': {'type': 'Point', 'coordinates': [-73.9959, 40.6882]}, 'place_id': '011add077f4d2da3'}
2020-01-24T13:51:25.000Z	1220705668988112897	  I was hoping they would go out and get him. I made that clear for a year. But my feeling is that they won’t spend on marquee players until a stadium is built. Having said that, they have one if the best teams in the league. A solid top level roster. 	{'place_id': '01a9a39529b27f36'}
2020-01-24T13:37:27.000Z	1220702154266234880	"My mom went to school w/Michael Crichton.My dad yelled ""Hi, Mr. Looper!""@ the Macy's Sesame St. float,&Mr. Hopper yelled back ""Hooper, Hooper!""My aunt threw her rm. key @ Tom Jones. My grandma was one of the 0st women to run away, get divorced & befriend an openly gay man. "	{'place_id': '00c39537733fa112'}
2020-01-24T13:37:06.000Z	1220702063967047681	Go out and support  &  It will be a great show! 	{'place_id': '23a06e5cc6d83009'}
2020-01-24T13:24:20.000Z	1220698850832388096	Buyers- Why play Russian Roulette when bidding on a house?  Don't go out without a Certified Pre-Approval from William Raveis Mortgage.  Contact me to find out how to get yours today! … 	{'coordinates': {'type': 'Point', 'coordinates': [-73.787, 40.9921]}, 'place_id': '8a9c191d2cf2e895'}
2020-01-24T13:12:50.000Z	1220695960159956993	Time to take lil man to school 	{'place_id': 'fa3435044b52ecc7'}
2020-01-24T13:07:40.000Z	1220694657572786176	Today(0/0) is national compliment day!! Go out and make someone’s day. 🤍🤍 	{'place_id': 'dfa88de1ece1a505'}
2020-01-24T12:54:03.000Z	1220691232575442945	Me on Wednesday: I’m going to go out this weekend and have fun!My body Friday morning: You’re sick, it’s probably that virus thing in China, you’re going to die 	{'place_id': '01a9a39529b27f36'}
2020-01-24T12:51:20.000Z	1220690546739568641	I wake up on time, leave my house on time, get to school early enough to warm up for class and I realize I forgot my dance belt 😩 Good Morning	{'place_id': '01a9a39529b27f36'}
2020-01-24T12:17:22.000Z	1220681999570042883	 What’s wrong with these female nowadays that the just don’t want to go out and spend all this money on simple shit. Just to post it on social media so people think the living her best life.. 	{'place_id': '011add077f4d2da3'}
2020-01-24T12:06:58.000Z	1220679383855312896	 Devos is too stupid to be let anywhere near anything educational or any child hoing to school. She dumbs down any room she enters.	{'place_id': '01a9a39529b27f36'}
2020-01-24T12:03:53.000Z	1220678605321265152	Morning in my house household are truly magical...and by magic I mean a hot chaotic magical mess trying to get a 0 and 0 year old up and ready and out the door to school     	{'place_id': '002e24c6736f069d'}
2020-01-24T11:52:46.000Z	1220675809742139392	 This man is desperate for attention and funds.  He looks like an able man who should go out and get a job.  No, he does this.  But any rational, intelligent woman or man would not entertain this guy who has no regard for his daughter’s feelings, her family, and her desires.	{'place_id': '002e24c6736f069d'}
2020-01-24T08:22:06.000Z	1220622791868932096	It’s not every night you go out for drinks with the girls and find out that a MULTI BILLIONAIRE already paid for the entire tab!? 😅😅😅😅	{'place_id': '01a9a39529b27f36'}
2020-01-24T07:39:46.000Z	1220612138089271296	I’m actually excited to go to work tomorrow. 🤦🏻‍♂️ Who am I?!	{'place_id': '01a9a39529b27f36'}
2020-01-24T06:45:13.000Z	1220598411747102720	    Bernie is going out of his way to reach out to voters who listen to people who don’t think trans people exist. What do you think will happen when those same voters tell him “if you want to keep me, you’ll be sure to not include gender transition in your MFA bill?”	{'place_id': '00c39537733fa112'}
2020-01-24T06:39:34.000Z	1220596991002017792	You know what I might actually just not go out for my birthday , maybe I should buy myself a MacBook Pro instead 🧐	{'place_id': 'e993aa6b2023e210'}
2020-01-24T05:43:44.000Z	1220582936879226880	 So am i allowed to call someone a crud because they rather scroll through twitter than go to work	{'place_id': 'a64b09ad02cb5c61'}
2020-01-24T04:46:39.000Z	1220568572243718144	this sounds like a complain brag but seriously can I just go out and NOT RUN INTO someone that I know!!! I just want to look like a bum all the time and not have the same small talk conversations	{'place_id': '01a9a39529b27f36'}
2020-01-24T04:44:39.000Z	1220568069581484032	Go  finally seeing them after buying tix last year and then going out of town - world’s friendliest show, lovefest❤️❤️ 	{'place_id': '01a9a39529b27f36'}
2020-01-24T04:43:54.000Z	1220567879915012096	Gonna go back to school. Gonna get my doctorate. Gonna be someone’s keynote speaker one day. Gonna be a full time college professor. Gonna direct operas. Gonna conduct choirs. Gonna continue composing. Gonna do the damn thang. Watch me work.	{'place_id': '858cec499f8adba6'}
2020-01-24T04:29:14.000Z	1220564190542417920	my physics professor my junior year suggested i not go to college bc i wouldn’t preform well.i had another teacher ask me “why are you even here” these things happen tbh 	{'place_id': '011add077f4d2da3'}
2020-01-24T04:19:30.000Z	1220561739126902790	When y’all niggas go out y’all way to impress bitches that’s when I know y’all niggas be LAME🤡 as dog shit 💩	{'place_id': '926fea31818e07d2'}
2020-01-24T04:03:54.000Z	1220557814839595008	 That’s going out with the recycling tonight.	{'place_id': '36763957ba75d166'}
2020-01-24T03:59:09.000Z	1220556618313670656	Ngl counting down the days to get back to school 😭 miss my niggas	{'place_id': '858cec499f8adba6'}
2020-01-24T02:57:54.000Z	1220541204384952320	 Congratulations. Went to college with a descendant of Thomas Jefferson.	{'place_id': '01a9a39529b27f36'}
2020-01-24T02:49:57.000Z	1220539204591063043	Omg I love my hair 😭😭😭. Yeah I’ll be going out everywhere tomorrow 😭😂😂😂	{'place_id': 'b8d145028b2571ac'}
2020-01-24T02:48:02.000Z	1220538723521253376	i’m going to college 🥳🥳	{'place_id': '6ecd80a684f06657'}
2020-01-24T02:36:03.000Z	1220535706331832320	🚨it's  🙌🙌🙌🙌  who that  he'll pap loose yah now Emmanuel Wells fawud he gonna go out hard   this we know this heat is 🔥    	{'place_id': '011add077f4d2da3'}
2020-01-24T02:33:51.000Z	1220535152906067969	 I agree. I went to school cuz I had a certain goal in mind but it surely isn’t for everyone. It can actually make you lazy or if used wisely can give you greater options like certain skilled jobs will only hire you with a degree. But entrepreneurs don’t need degrees.	{'place_id': '01a9a39529b27f36'}
2020-01-24T02:28:29.000Z	1220533803418095616	This was absolutely literally my brother  when he was a kid in Wisconsin  😂 We walked to school and the turkeys had a thing for him. 	{'place_id': 'b046074b1030a44d'}
2020-01-24T02:09:07.000Z	1220528927975923712	Link to the   story here: 	{'place_id': '002e24c6736f069d'}
2020-01-24T02:07:35.000Z	1220528542473125889	Let’s go out & ruin lives!!!	{'place_id': '011add077f4d2da3'}
2020-01-24T01:13:04.000Z	1220514822388842498	Lol but men almost never post anything on they story when they go out , I’m bouta stop posting 😂 	{'place_id': 'e993aa6b2023e210'}
2020-01-24T01:08:52.000Z	1220513765034283008	Just left from a  and  event, it was a reminder to show up as myself at work. 0 years ago I feared going to work with braids and a head wrap. Look at me now! 	{'place_id': '01a9a39529b27f36'}
2020-01-24T01:04:48.000Z	1220512744073502721	I kinda wanna go out and kinda wanna go to le strip club too 🤔	{'place_id': '002e24c6736f069d'}
2020-01-24T00:59:26.000Z	1220511392861691906	 You don't have to go out of your way to express your preference for coke vs Pepsi. They're both in the supermarket and you're going to be there anyway.	{'place_id': '01a9a39529b27f36'}
2020-01-24T00:52:24.000Z	1220509621368041473	 Don’t go to school tomorrow	{'place_id': '002e24c6736f069d'}
2020-01-24T00:45:13.000Z	1220507812192759809	I’m going out in the city. I douched just in case. Let’s see how this goes.	{'place_id': '011add077f4d2da3'}
2020-01-24T00:06:05.000Z	1220497963933425676	I’m tryna fuck you like I got no respect for you, and pull out ya chair when we go out to eat	{'place_id': '002e24c6736f069d'}
2020-01-25T23:56:59.000Z	1221220451902468096	Should I:A) Stay home and eat magic mushrooms B) Go out to Bar by myself C) consume super strong edibles and pass out	{'place_id': '00c39537733fa112'}
2020-01-25T23:33:14.000Z	1221214475291897856	Now hear this Trump's defense team...Its not going to work. You are still repeating the same old false stuff you have said. There is no question...trump lied, trump is a liar and beyond.    	{'place_id': '65e3a577f1940550'}
2020-01-25T22:50:46.000Z	1221203788452810754	Stuck between wanting to go out and wanting to go out! ✌🏾💃🏾🥳	{'place_id': 'b046074b1030a44d'}
2020-01-25T22:50:10.000Z	1221203636128243712	Perhaps another possibility for going out on my next Historical vacation (whenever/wherever that may be)? Gotta look good at dinner time! 	{'place_id': 'b74cebcb62a1a686'}
2020-01-25T22:22:51.000Z	1221196760837709824	Being 0 means panicking that you have to go out at 0 because that’s SO late and you simply can’t occupy your time until then.	{'place_id': 'b046074b1030a44d'}
2020-01-25T22:18:31.000Z	1221195671199453184	 me going to college in Missouri	{'place_id': '01a9a39529b27f36'}
2020-01-25T21:44:45.000Z	1221187175297028096	How y’all be having 0 kids, 0 deadbeat baby daddies & still going out as you please ? Y’all live with y’all momma or leave y’all eldest in charge or something? cause I’m genuinely confused.	{'place_id': '00c39537733fa112'}
2020-01-25T21:01:37.000Z	1221176318022373381	    That’s why you were bad at football! Any coach worth his salt gets the troops fired up before they go out! It’s football 0 don’t gimmie the old “of they need to get pumped up they’re in the wrong business bullshit!” 0-0	{'place_id': '00c55f041e27dc51'}
2020-01-25T20:49:56.000Z	1221173379295850503	So much for going out and tryin be good and not drink and gettin home at a reasonable time	{'place_id': '011add077f4d2da3'}
2020-01-25T20:39:34.000Z	1221170771432759296	       So instead of talking simply Inspiring kids to go to college maybe we talk about building in more resources to expand programs, collaborations with orgs such as  &  . Realizing this allows us to engage in a more sophisticated & nuanced discourse on this issue	{'place_id': '858cec499f8adba6'}
2020-01-25T20:00:46.000Z	1221161005373362177	 I was never a bron fan either, I could have learned to had they stuck with the kids. I dont like Rondo, Bradley, Kcp at all. Kuz was my least fav kid, going out to dinner w Jeanie and Linda makes him a tuff kid to root for. Tho I was still happy to see the shoe $$$	{'place_id': '011add077f4d2da3'}
2020-01-25T19:53:28.000Z	1221159168838717442	Back to school ps 0 en Ps 0 	{'place_id': '00c39537733fa112', 'coordinates': {'type': 'Point', 'coordinates': [-73.80372499, 40.70927544]}}
2020-01-25T19:43:01.000Z	1221156539408551936	You expect me to go out in this? 😱             maspethny  @ Precious & Company Pet Services 	{'place_id': '00c39537733fa112', 'coordinates': {'type': 'Point', 'coordinates': [-73.8886337, 40.7336311]}}
2020-01-25T19:34:54.000Z	1221154496996413440	 Agreed but I’m okay with L going out on his own terms, good or bad. We aren’t a basketball school.	{'place_id': '011add077f4d2da3'}
2020-01-25T19:34:38.000Z	1221154430042759170	   Such a smartass reply to the customers who pay for your horrible service. Making an entire area go out of their way to get somewhere is not helping anyone.	{'place_id': '00c39537733fa112'}
2020-01-25T19:24:16.000Z	1221151821978390528	Lmao I fully just paid to get back in the train station so I could go out a different exit. This wind ridiculous.	{'place_id': '01a9a39529b27f36'}
2020-01-25T19:20:27.000Z	1221150859939237889	 Go out on a limp, you say?	{'place_id': '011add077f4d2da3'}
2020-01-25T19:16:42.000Z	1221149915776241664	I packed to go to school 0 hours ago and I wanted to wait for my dad and dogs to come home so I can say bye and now the weather is shitty	{'place_id': '65340fdf9175b0ab'}
2020-01-25T19:13:19.000Z	1221149066047959041	 I think about this so often. I wear my trans pride bracelets at ALL TIMES because of this and when I go out without nail polish I feel this ugh oh no feelingUntil your tweet it was all in subconscious so thank you 🌸♥️	{'place_id': '01a9a39529b27f36'}
2020-01-25T19:07:17.000Z	1221147548234272769	First time watching “The Last Song” (ik i’m 0 years late) but didn’t know it was about someone’s dad dying from cancer, cool. i have to go to work tonight so i guess i better stop fucking crying.	{'place_id': '002e24c6736f069d'}
2020-01-25T19:01:19.000Z	1221146043196289025	 I think part of it to was his sister went to the same school and was like a star student and they always mentioned that to him. I wanted him to go where JT goes to school but his mom wasn’t having it.	{'place_id': '002e24c6736f069d'}
2020-01-25T19:00:22.000Z	1221145807317078019	Tonight is the big night..   you don’t need any luck.. just go out there and kick some ass and bring the gold home make history in the process!!   	{'place_id': '94542c3c348faf28'}
2020-01-25T18:30:05.000Z	1221138182458179585	Who else going out during the rain today 🙋🏻‍♂️🌧	{'place_id': '00c39537733fa112'}
2020-01-25T18:15:43.000Z	1221134567341510656	I want to get drunk today but I’m too lazy to go out to get drunk... if that makes any sense.	{'place_id': '002e24c6736f069d'}
2020-01-25T17:58:05.000Z	1221130131177164800	My old dog asked to go out in the middle of the night last night and, despite being half asleep, caught a skunk in the side yard. I intervened to save the skunk (I did!) but we both took heavy fire and now need to burn down the house and salt the earth.	{'place_id': '002e24c6736f069d'}
2020-01-25T17:51:33.000Z	1221128488629030914	 Oh I know its coming! My 0 yo gave me gray hairs when it came to school...but now he’s in HS and I guess because he likes his classes he’s doing way better	{'place_id': '002e24c6736f069d'}
2020-01-25T16:50:41.000Z	1221113169659207683	Ofc my dog waits until it starts pouring to ask to go out 😅	{'place_id': '011add077f4d2da3'}
2020-01-25T16:50:18.000Z	1221113072015826946	I DONT WANT TO GO TO SCHOOL TODAY	{'place_id': 'b87b05856ab8dbd8'}
2020-01-25T16:22:25.000Z	1221106054072819712	I’m supposed to go out with this girl today and I have no make up on. It s slicked back. I look like a dweeb. I completely forgot about it too and now I’m showing up to a date in sweat pants. I hate to see it	{'place_id': '01a9a39529b27f36'}
2020-01-25T16:08:20.000Z	1221102513920913411	Running errands counts as going out, right?	{'place_id': '002e24c6736f069d'}
2020-01-25T16:08:09.000Z	1221102466504253440	I gotta find some new people to go out with🤣🤣	{'place_id': '00c39537733fa112'}
2020-01-25T16:04:37.000Z	1221101578096205836	A healthy breakfast and two Smart waters after going out completely nullifies any bad health effects of drinking. No amount of “facts” will allow me to believe otherwise.	{'place_id': '01a9a39529b27f36'}
2020-01-25T15:59:24.000Z	1221100262393294849	 , I don't know who runs his campaign in Spanish and English but they are working badly. You have to go out to the communities to the most forgotten places, day by day, measure the temperature of the voter.  it has to be in all the news and in all the conversations	{'place_id': '00c39537733fa112'}
2020-01-25T15:47:53.000Z	1221097365198770179	I wanna go out for breakfast :(	{'place_id': '9d22866e11c9b6b7'}
2020-01-25T15:34:49.000Z	1221094076705099776	Don’t wanna go to work but how tf imma make money🤦🏽‍♀️ this is so ghetto	{'place_id': '00c39537733fa112'}
2020-01-25T15:21:29.000Z	1221090723228979200	  Yup the pressure was there. If there was one thing in the word my mom ever wanted me to do, it was go to college.	{'place_id': '01a9a39529b27f36'}
2020-01-25T15:17:11.000Z	1221089638766579714	 Really a new thing?  has always had outsiders come in to speak, often just in offices, often for business or client interests, & sometimes in crowd/conf. room/Great Hall settings.  And DOJers go out to confs.  So this just bigger/more planned?  Bad content? Costly?	{'place_id': '01a9a39529b27f36'}
2020-01-25T15:02:27.000Z	1221085933539188737	This past year I learned true patience and true self love. I learned what it felt like to be afraid to go out in public. I learned what it took to be okay feeling your lowest. And I learned how to take the time and… 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.0064, 40.7142]}}
2020-01-25T13:23:24.000Z	1221061004462829570	I'm off to school, hoping y'all have a joyful Saturday 💓xoxo 	{'place_id': '011add077f4d2da3'}
2020-01-25T13:03:22.000Z	1221055965447049217	 Yes. I’m gonna try to go out in a hour. Hopefully, the rain will stop by then. If not, treadmill it is.	{'place_id': '01a9a39529b27f36'}
2020-01-25T11:35:26.000Z	1221033834650705921	    Lol idk why I put that emoji up like u made a point. Bird went to college. Came into the league at like age 0 .. Lebron been playing some he was 0.. age don’t matter. It’s how many years played 🤦🏾‍♂️	{'place_id': '01a9a39529b27f36'}
2020-01-25T08:25:57.000Z	1220986148648038401	Going out sad 	{'place_id': '00c39537733fa112'}
2020-01-25T08:14:51.000Z	1220983357372338177	 did you go out today	{'place_id': '011add077f4d2da3'}
2020-01-25T07:00:10.000Z	1220964559818776576	Y’all hoes be country, broke & going out sad B!	{'place_id': '23a06e5cc6d83009'}
2020-01-25T05:43:01.000Z	1220945144901443584	I have a keychain that’s literally a metal ball wrapped in rope. Unfortunately we live in a world where men go out of their way to attack women for nothing but the sole reason that we are women. 	{'place_id': 'e9143a85705b4d40'}
2020-01-25T04:46:10.000Z	1220930840177401856	Everyone: can’t wait to go out this Friday wbu? Me: ehhh I got work Everyone: Saturday? Me: Working againEveryone : Sunday?Me and everyone: Recovery	{'place_id': '18723789f00c54fe'}
2020-01-25T04:42:40.000Z	1220929958845014016	I had to share my apple with her  if I was living on the street I would make sure she still had food my Mia girl the only thing she ever asks for is to go out @ Our Lady Queen of Peace… 	{'place_id': '00c55f041e27dc51', 'coordinates': {'type': 'Point', 'coordinates': [-74.11806316, 40.57602493]}}
2020-01-25T04:23:50.000Z	1220925216832000000	Hate going out because I’m so careless... I always have anxiety every few minutes that I lost something	{'place_id': '01a9a39529b27f36'}
2020-01-25T04:08:54.000Z	1220921461898121218	   Where your little brother resides writing letters while you, his older brother Stan, comes up with a plan. Albeit a horrible happenstance that causes things to go out of hand	{'place_id': 'b74cebcb62a1a686'}
2020-01-25T03:56:13.000Z	1220918268455800832	Everytime I go out with Aaron 🙄 	{'place_id': 'fa3435044b52ecc7'}
2020-01-25T03:43:12.000Z	1220914994742730752	Our hearts go out to to the  and the residents and neighbors of 0 Mulberry. That was a terrible 0-alarm fire, last night, resulting in at least 0 injures and the possible loss of the Museum of Chinese in… 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.99722222, 40.71472222]}}
2020-01-25T03:29:59.000Z	1220911665975349248	others are going out on a friday night, us, going to our household meeting🤘🏻🙏🏼I LOVE MY HOUSEHOLD ☝🏻😍         @ Queens, New York 	{'place_id': '00c39537733fa112', 'coordinates': {'type': 'Point', 'coordinates': [-73.8309, 40.7]}}
2020-01-25T03:01:23.000Z	1220904468952371200	I honestly need to go out	{'place_id': '858cec499f8adba6'}
2020-01-25T02:48:33.000Z	1220901240894369792	I wanna go out for some new food and drinks!	{'place_id': '01a9a39529b27f36'}
