14392973	2020-09-07T23:07:56.000Z	1303107766001848320	 Same to you. Back to school— we’ll home school for now— tomorrow. Weird feeling!	{'place_id': 'c2800db81ba22abc'}
807512228	2020-09-10T12:55:01.000Z	1304040683574112257	IT'S SEPTEMBER!! TEACHERS, TURN ON YOUR LAPTOP CAMERAS!! lt's back to school time & The  is the perfect place for a beer run as you prepare for  Happy Hours. We're open today from 0PM to 0PM! 	{'place_id': '07d9cf62f7087001'}
63137914	2020-09-10T12:39:58.000Z	1304036895236804614	It’s BACK TO SCHOOL season! And though  may look different right now, it’s still important to celebrate our young scholars and learning. Here are a few  from our list that do just that.📚More on our blog:    	{'place_id': '858cec499f8adba6'}
15298562	2020-09-10T12:28:52.000Z	1304034103851970561	Doing my best to manage the anxiety of back to school season, and life in general, thanks to this great advice.     	{'place_id': '000829b517fc66b2'}
1487386477	2020-09-10T12:21:53.000Z	1304032347076124677	Going to work today like…...Yes I am aware I’m a nerd. You don’t have to tell me 😂🤓 @ Levittown, New York 	{'coordinates': {'type': 'Point', 'coordinates': [-73.51111111, 40.72444444]}, 'place_id': '364a45c10832ed51'}
34762979	2020-09-10T11:49:52.000Z	1304024289553899521	I wanna go out... come back and get my ass and back rubbed down. It’s that type of weather today!	{'place_id': '27485069891a7938'}
90251508	2020-09-10T11:46:34.000Z	1304023455877169153	of course I picked the day it’s raining to go to work 🙂	{'place_id': 'a6bb3ed9f8ccb4a2'}
15701130	2020-09-10T11:16:30.000Z	1304015889034076160	Pretty extreme case of someone going out of their way to avoid a split infinitive. Seems especially odd on a postcard. Maybe this is more common in the UK? I can’t see an American writing this (breaking up “used to”). 	{'place_id': '011add077f4d2da3'}
380816872	2020-09-10T10:59:58.000Z	1304011732227108864	I did manage to go out to get Starbucks and buy a couple of books at the local B&N yesterday. Nearly passed out in the store. That’s how bad things have been lately. Got tea and books tho, then had to sleep four hours.	{'place_id': '011add077f4d2da3'}
37380551	2020-09-10T10:05:41.000Z	1303998070514909186	I hate going to work in the rain	{'place_id': '65e3a577f1940550'}
74050243	2020-09-10T09:48:50.000Z	1303993829503250435	Wait it gets worse when you are fixing the bowl at 0:0am to go to work	{'place_id': '01a9a39529b27f36'}
161546081	2020-09-10T09:45:48.000Z	1303993064441229312	I feel like explaining 0 to our grandkids will be the new “I walked to school in the snow uphill both ways.” It’s just too ridiculous to be believed.  	{'place_id': '01a9a39529b27f36'}
91947999	2020-09-10T09:43:07.000Z	1303992390085083137	I Used to Go Out. Now I Go to The Home Depot.: How the coronavirus turned me into a Lawn Dad.  (vía NYtimes) 	{'coordinates': {'type': 'Point', 'coordinates': [-74.00187056, 40.7332086]}, 'place_id': '01a9a39529b27f36'}
15228286	2020-09-10T09:21:07.000Z	1303986852794445824	Daniel Day Lewis would make an amazing Joker. The problem is, in order to prepare for the role, he’d go out and commit several acts of terrorism.	{'place_id': '6a805e8976fa2bdb'}
972862322111901696	2020-09-10T06:35:02.000Z	1303945058597699584	Oh, here goes the rooster again. I swear, this is going to me go out there one day... and drive around just to find out... which crazy person has a rooster in the city. There is no sunlight, why is it crowing? Sshhhh.	{'coordinates': {'type': 'Point', 'coordinates': [-73.90144521, 40.83031777]}, 'place_id': '002e24c6736f069d'}
27538268	2020-09-10T04:23:36.000Z	1303911980391165952	   trump should go out there do a timeline and decimate Biden. He is allowing himself to get defined when Biden is the liar and the creep	{'place_id': '00c55f041e27dc51'}
796450897048072193	2020-09-10T04:14:42.000Z	1303909742297972736	bro imagine waking up at 0:0am everyday to go to school and have to wear a mask the whole time LMFAOOOO these kids got it so bad i shouldn’t be laughing but wow😭😭😭	{'place_id': '002e24c6736f069d'}
40591067	2020-09-10T03:56:05.000Z	1303905057063264258	 Eh I couldn’t imagine going out to East Rutherford more than 0-0 times a season, just too long of a trip	{'place_id': '011add077f4d2da3'}
1142540661935235073	2020-09-10T02:46:15.000Z	1303887483529302017	Don’t have me go out my way for nothing maaaa 😅🥴 like Rona not waitng to sneak up on bitches	{'place_id': '002e24c6736f069d'}
230076809	2020-09-10T02:31:45.000Z	1303883832064716801	first day of school photo for mom & dad • I know you’d walk me to school if we were in the same city • but don’t worry, I didn’t have any trouble finding my locker • 🩺👩🏻‍⚕️💙 •  •    	{'place_id': '01a9a39529b27f36'}
359152628	2020-09-10T02:29:13.000Z	1303883193691656192	  His wife was the first one in her family to go to college.. or was that Neil Connock?!	{'place_id': '00c55f041e27dc51'}
2221067914	2020-09-10T02:18:37.000Z	1303880529230659584	 Welcome to college 😂😂	{'place_id': '00c39537733fa112'}
22326572	2020-09-10T01:51:21.000Z	1303873667802292225	 I know you barely went to school and have very little actual knowledge, but how the fuck do u live with yourself?	{'place_id': 'bceb8153865c4a49'}
46547797	2020-09-10T01:40:56.000Z	1303871043036213249	The volume of strips in the paint by Toronto in the 0th and then overtimes has been staggering.   They definitely went to school on Tatum, Brown, and Walkers ball exposure tendencies in the paint off the bounce	{'place_id': '24661d47b426cdac'}
253273915	2020-09-10T01:20:54.000Z	1303866003718373377	Back to school for everyone! Sign up for an opportunity that can take you to a whole new level in life. Train with the best!      … 	{'coordinates': {'type': 'Point', 'coordinates': [-74.0064, 40.7142]}, 'place_id': '01a9a39529b27f36'}
1252402694968532992	2020-09-10T01:00:41.000Z	1303860914555420673	FYI got in March back when we were going to work and washing your hands was the only advice	{'place_id': '25d1ef4322ba8e3c'}
13390	2020-09-10T00:54:45.000Z	1303859422377246720	Me: tries to put on shoes to go out to CVS and pick up a few things, like a goddamn adult. My cat: 	{'place_id': '00c39537733fa112'}
1360156843	2020-09-10T00:39:08.000Z	1303855492192702465	 Got any scripture, Marco? Still conducting that fake investigation  &  You jackasses enabled Trump & he knowingly let nearly 0,0 die, while telling us not to wear masks & told us to send our kids to school even though there was great	{'place_id': '01a9a39529b27f36'}
714132555	2020-09-10T00:37:34.000Z	1303855098393698305	  Your wife is embarrassing herself as each minute passes. You may want to let her know there are tapes and we all heard it from the horses mouth so the spinning she is trying to do isn’t going to work.  She needs to 	{'place_id': 'c2270f3c90deeb93'}
1103980545220988928	2020-09-10T00:18:54.000Z	1303850400949374976	  Ciaran the Irish have serious pull in the halls of Washington , hard border is not going to work for Boris and the loyalist community won’t be happy with there agreement	{'place_id': '364a45c10832ed51'}
64443343	2020-09-10T00:10:03.000Z	1303848174394761217	When the last time y’all had a cold beer in a hot shower before going out. Top Tier living. Chef’s kisses. 	{'place_id': '011add077f4d2da3'}
486818807	2020-09-10T00:10:02.000Z	1303848170133377035	"a federal case out of it. Just go out and enjoy life and to not be too invested in having to wear a face mask to protect yourself from germs and viruses"". See what happens to people who listen to the Village Idiot? But they'll protect the image of Trump no less."	{'place_id': '00c55f041e27dc51'}
316823571	2020-09-11T23:35:10.000Z	1304564171523215360	 Ever go out the exit and then right back inside to get something you forgot? That’s always fun.	{'place_id': 'dc4ad595a56393ac'}
103654311	2020-09-11T23:17:59.000Z	1304559846868615168	 Home getting ready to go to work.	{'place_id': '36aa8c1293d4ce43'}
421254526	2020-09-11T23:06:09.000Z	1304556866559762434	I miss going out dancing :(	{'place_id': 'b74cebcb62a1a686'}
63292856	2020-09-11T23:02:49.000Z	1304556028265197568	    My OTTB just off track let himself out of his stall on New Year’s Eve 🎉 - barn a bit disheveled Jan 0. Name- Dancing Lou. I said, when admonished on his 🐎 behalf - well- of all nights for him to go out,  I think he got it right. 👍😉👏🏻  🥂	{'place_id': '998b55c100b38d3e'}
1285399604977192961	2020-09-11T22:30:49.000Z	1304547977093099522	going back to school eventually gotta get my life together first	{'place_id': '01a9a39529b27f36'}
235760535	2020-09-11T21:59:03.000Z	1304539981432721409	Every single time I try to Irish goodbye with someone, it never works. Y’all just LOVE saying goodbye. Hence why I like to go out alone🥴 	{'place_id': '011add077f4d2da3'}
328874226	2020-09-11T21:48:23.000Z	1304537297191350272	I wanna go out to eat, nice view by some water 🌃	{'place_id': 'fa3435044b52ecc7'}
957463040	2020-09-11T21:39:19.000Z	1304535015468998656	Tom believed he got COVID from a gathering unrelated to school. That gathering was church. The church that’s across the street from the high school where Tom taught. The church where the majority of the community attends.	{'place_id': '01a9a39529b27f36'}
1069629727	2020-09-11T21:29:52.000Z	1304532635717435394	 Faith, I wish I had something sweet to munch on; I was too tired/lazy to go out yesterday and today after work.😓	{'place_id': '002e24c6736f069d'}
209089648	2020-09-11T21:08:58.000Z	1304527378903896064	So the young lady I was to go out w/ a few weeks ago but I suggested to her we shouldn’t go out just called me to thank me for being honest and why she had an attitude afterwards.	{'place_id': '1935ab8020a2553b'}
2150802542	2020-09-11T20:45:10.000Z	1304521386506031106	Depending on ur favorite metric, some say we did a little technical damage to the mkt this week but we know that can be corrected w/ a tweet or indifferent cash going to work. Overall I’d say it’s constructive as we found buyers where they should b and even the bears got a snack	{'place_id': '01a9a39529b27f36'}
986277261765685249	2020-09-11T20:28:53.000Z	1304517288536702976	How did you learn to paint like this ? Did you go to school ? Watched YouTube videos ? 	{'place_id': '011add077f4d2da3'}
822307211577724928	2020-09-11T20:16:52.000Z	1304514264602939395	i’m 0 years old and my parents still ask me “will any girls be there?” when i go out tkfmfmf	{'place_id': '01a9a39529b27f36'}
39174658	2020-09-11T20:02:47.000Z	1304510723515731969	Going out to dinner later for my mom’s birthday and it’s so hard refraining from ordering ubereats 🙄	{'place_id': '011add077f4d2da3'}
1022916389680685057	2020-09-11T19:51:54.000Z	1304507983108485121	 Rub his balls then go out with your girlfriends while he's sitting there with a stiffy	{'place_id': '00c55f041e27dc51'}
27494190	2020-09-11T19:44:32.000Z	1304506130874470403	 On the subway heading to my office in Lower Manhattan, south of the Trade Center.	{'place_id': '01a9a39529b27f36'}
511122511	2020-09-11T19:27:48.000Z	1304501916647518209	I really don’t understand why NYC is wasting time on sending kids back to school when it’s just going to end up being remote the first couple of days when everyone goes back.  LA made the call to be completely remote in July.  Just be remote until further notice!! Cut the sh*t	{'place_id': '00c39537733fa112'}
55710866	2020-09-11T19:23:47.000Z	1304500905811881989	Real fucking new yorkers died or lost someone that day, going to school pretending I wasn't traumatized was the hardest for me, other people lost family members and this bastard was bragging about his money that day.    	{'place_id': '01a9a39529b27f36'}
990717649	2020-09-11T18:16:51.000Z	1304484061713436672	I William McCullough 0rd In Newyork City ( USA )  waiting on the Elevator in my Apartment Building and getting ready to go out and enjoy my day. (  King ) (  Ace of Spade and King of Spade ) (  I Habibi -  I BeBella ) 	{'coordinates': {'type': 'Point', 'coordinates': [-73.99112517, 40.7588419]}, 'place_id': '01a9a39529b27f36'}
4313799017	2020-09-11T18:14:43.000Z	1304483525584973826	i lie about everything. where i went to school, previous jobs, the programs i'm know, etc 	{'place_id': 'e4faa50d904ab815'}
41596333	2020-09-11T17:55:19.000Z	1304478643515789313	Oh hell nah. I must of went to school the day this episode dropped. Dam 	{'place_id': '011add077f4d2da3'}
30657029	2020-09-11T17:54:11.000Z	1304478360152633350	Go To Work Bitch 	{'place_id': 'f77fa3954e776111'}
3044086328	2020-09-11T17:50:34.000Z	1304477450592833541	0 years later and still remember every detail of where we were and how we felt, forever we will. We feel it in our heart.  Our hearts go out to everyone who lost a loved one.  🇺🇸 	{'place_id': 'fa3435044b52ecc7'}
3288147861	2020-09-11T17:35:47.000Z	1304473728458391553	Ask the ones that matter who have to go to schoolAfter everyone heard all the lies by 😡🤬😠👂👆☝️👇👎🌊🌊🌊🌊🌊🌊🌊🌊              👂👁️👃👁️👂Listen too the👄Kids take careListen tooScientist'sFacts TheyHave truthsFacts not FrickenFiction😠🤬😡🌊🌊🌊💙!  	{'place_id': '01a9a39529b27f36'}
227622905	2020-09-11T17:27:35.000Z	1304471663350886400	I distinctly remember starting the 0th grade walking to school bumping this album 	{'place_id': '96ddfc4bf2f1a80c'}
57517153	2020-09-11T17:25:52.000Z	1304471234659471360	Im really getting comfortable going to work with no bra hahahahaha	{'place_id': '01a9a39529b27f36'}
28244536	2020-09-11T17:18:33.000Z	1304469390138712064	On this day 0 years ago, the World changed forever! Lord, please be with those who need you most today. Thoughts and Prayers going out to everyone affected by this National Tragedy. God Bless America! 🇺🇸        	{'place_id': '27485069891a7938'}
1093996255854977025	2020-09-11T16:40:22.000Z	1304459780837310465	   if that’s the case, then why are people like you so hellbent on sending kids back to school physical amidst a pandemic	{'place_id': '011add077f4d2da3'}
2863726155	2020-09-11T16:23:50.000Z	1304455621689909250	Congrats to School Safety Agent Level 0  Terese Nemley on her retirement after 0 years of great service.  Her Explorer Post is the largest and best post in the city.  They are a tremendous asset to the Queens community. Congrats and all the best.    	{'place_id': '00c39537733fa112'}
1092446109342015488	2020-09-11T16:05:26.000Z	1304450991467659266	The  has arrived here  and what a better way to get geared up for the back to school than by getting 0% off when you add a line!! @ 0 Graham so can set you up!        	{'place_id': '07d9ef3cfbc82000'}
147422431	2020-09-11T15:32:33.000Z	1304442716231741440	Give teachers a $0k back to school bonus...	{'place_id': 'b046074b1030a44d'}
968332155528077314	2020-09-11T14:51:00.000Z	1304432259106246656	I wanna go out for a drive but i have so much work to do 😩😩😩	{'place_id': '00c39537733fa112'}
39099011	2020-09-11T14:35:54.000Z	1304428460840976384	 My sister is married to an Indian man and he told me the stories growing up of him going to school scared because the kids would call him terrorist. His family growing up told him he wasn’t allowed to grow a beard. Mind you ... he’s Indian. Not middle eastern.	{'place_id': 'bf83670d90b7f0bc'}
890727646790905856	2020-09-11T14:19:36.000Z	1304424358371303426	I am beside myself right now! 😍😍😍 Don’t wait for life to happen to you. Go out & find your adventure! 	{'place_id': '51df886075148e45'}
124592534	2020-09-11T14:17:34.000Z	1304423846787911680	 CCPO told don’t think him as Chief of Paris City. He just getting govt salary to tell her  mother, wife and daughters don’t go out without man	{'place_id': '00c39537733fa112'}
179393526	2020-09-11T14:11:30.000Z	1304422317263650817	Once it hits September I automatically get in distant mode. I stop chilling like that cause it’s just way too much going on for me with adjusting to school / work again.	{'place_id': '23a06e5cc6d83009'}
779043540819214336	2020-09-11T14:01:35.000Z	1304419822390870022	"What  sums up your current approach to  Here's mine:""I am going to write fire until it comes out my ears, my eyes, my nose holes -- everywhere. Until it's every breath I breathe. I'm going to go out like a fucking meteor!"" -- Audre Lorde, Dying Full of Fire"	{'place_id': '00c55f041e27dc51'}
18086368	2020-09-11T13:35:19.000Z	1304413214919266304	   I was emerging from the Fulton St subway in lower Manhattan heading to my office near the WTC. I later fled my office bldg, ran through a debris cloud, walked home w/toxic dust in my clothes & hair, then endured all the wretched months of foul smell and heartbreak that followed.	{'place_id': '01a9a39529b27f36'}
4819979788	2020-09-11T13:30:58.000Z	1304412117118980097	Back to School Supplies GiveawaySeptember 0, 0pm-0pmAll information on flyerRosedale Jets Football Association Timika's Tutorial Services  @ Time0TutorCtr 	{'coordinates': {'type': 'Point', 'coordinates': [-73.73684406, 40.69417539]}, 'place_id': '00c39537733fa112'}
278685001	2020-09-11T13:26:12.000Z	1304410919372455936	does anyone remember how to put an outfit together? if so, please text me details because i’m going out to dinner tonight and don’t remember how to dress myself.	{'place_id': '01a9a39529b27f36'}
377526856	2020-09-11T13:20:48.000Z	1304409558182436864	 That does not make any kind of sense at all. Do you really think that Joe Biden has supporters that will not only go out and vote but we'll go and Destroy things as well? No my friend you're up against American free will and if the people are not happy they will Revolt 	{'place_id': '00c55f041e27dc51'}
516890011	2020-09-11T13:20:44.000Z	1304409541858283520	     ...So this man has proper clearances to be doing whatever sketchy thing he's doing??Or are we all allowed to go out to do business with agents of violently corrupt foreign governments?Amazing.	{'place_id': '00c39537733fa112'}
770642394677215232	2020-09-11T12:14:54.000Z	1304392975234084864	Causes of thyroid cancer and very true.  Me and my friend who takes the Ferry to go to work everyday got a Total Thyroidectomy!	{'place_id': '00c55f041e27dc51'}
37875506	2020-09-11T11:51:43.000Z	1304387142685200384	So fun fact, trying to get through the 0-0 security cordon to my office in One Liberty Plaza this morning, I saw at least 0 cops. None of whom were wearing masks. Do better    	{'place_id': '01a9a39529b27f36'}
57040937	2020-09-11T11:51:25.000Z	1304387065040302081	Waking up early and spending an hour looking for alternate side parking before having to go to work is still not it. Lost sleep and now I’m running late 😑	{'place_id': '002e24c6736f069d'}
3906971	2020-09-11T11:29:42.000Z	1304381601212702721	One can dunk on the UK for their shambolic testing strategy, but in the US we have NO ongoing testing strategy for school kids, and we're sending kids back to school without requiring (instead poo-pooing) masks & face shields to prevent transmission from asymptomatic spreaders. 	{'place_id': '01a9a39529b27f36'}
575075043	2020-09-11T11:14:46.000Z	1304377841128288261	   But he didn’t take that pic, he wouldn’t venture to go outside now; he is afraid of going out, he in Twitter all day; does he still get a salary for insulting constituents; he should be defunded	{'place_id': '00c39537733fa112'}
16693331	2020-09-11T11:13:12.000Z	1304377447488643072	I haven’t heard these sounds in a long time. Kids getting ready to go to school. Thank goodness and thank you teachers. 	{'place_id': '2c3a8226d682d4f3'}
3906971	2020-09-11T10:54:48.000Z	1304372817518092293	 Taking the little one to school today for her first in-person visit. Will be masked, and will have a face shield on too if the three year old can handle it.	{'place_id': '01a9a39529b27f36'}
325760257	2020-09-11T07:33:44.000Z	1304322218005065728	i kinda wanna go back to school, kinda dont	{'place_id': 'fa3435044b52ecc7'}
787501376070938624	2020-09-11T06:26:48.000Z	1304305372862320642	Gonna start dressing in only mens clothes just so i can go out at night lol	{'place_id': '01a9a39529b27f36'}
1151633106136440834	2020-09-11T06:17:01.000Z	1304302912051519488	Dariana be havin the MOST shit to say ALL THE TIME but when it comes to school shit wanna be fuckin timid. Fuck type of shit	{'place_id': '01a9a39529b27f36'}
1107696618294464514	2020-09-11T05:22:09.000Z	1304289104247562240	can’t wait to go out with my sisters later💕	{'place_id': 'b046074b1030a44d'}
1483526040	2020-09-11T04:42:38.000Z	1304279160135864320	I’m never going to be a star in boxing. Stars go out, I’m going nowhere I owe this man everything I have in life. He took a 0 year old kid and turned him into a man. You need opportunities to grow in life, Uncle Andre gave me them.HAVOC 💙💚 	{'place_id': '011add077f4d2da3'}
887856728313925632	2020-09-11T04:34:04.000Z	1304277004855005185	Not to sound depressing but I miss the excitement of having to get up and go to school just so I can attend the field trip.	{'place_id': '7c09539af94ab80b'}
3410372326	2020-09-11T04:17:40.000Z	1304272874186985478	Staff at 0 NYC schools test positive for COVID-0 as teachers get ready for students: Union 	{'place_id': '002e24c6736f069d'}
428157379	2020-09-11T04:10:42.000Z	1304271121882243079	“Comin in a mess, going out in style, I ain’t good looking but I’m someone’s child.”	{'place_id': '01a9a39529b27f36'}
30810341	2020-09-11T03:48:30.000Z	1304265535488692224	This whole one more episode thing is getting old. I gotta go to work early tomorrow!	{'place_id': '002e24c6736f069d'}
2836303155	2020-09-11T03:37:50.000Z	1304262850609852416	I’ve officially reached 0k on YouTube I wonder how this is going to work when I tell them I don’t wanna do natural hair videos . I want to talk about real shit 😂	{'place_id': '002e24c6736f069d'}
91947999	2020-09-11T03:30:38.000Z	1304261038003703812	Mom Shaming’s Running Rampant During the Pandemic: With myriad back-to-school options to choose from, moms’ groups have hit judgment overload.  (vía NYtimes) 	{'coordinates': {'type': 'Point', 'coordinates': [-74.00187056, 40.7332086]}, 'place_id': '01a9a39529b27f36'}
1237725074800742402	2020-09-11T03:06:15.000Z	1304254903506927616	Tried this...I still end up going out smh 	{'place_id': '011add077f4d2da3'}
110899533	2020-09-11T02:45:01.000Z	1304249558197821440	Watson going out sad	{'place_id': '011add077f4d2da3'}
3296758897	2020-09-11T02:27:24.000Z	1304245124877168643	 His racism comes out of his pores Lord we had enough of this demon I pray people go out there and vote his ass out..	{'place_id': '27485069891a7938'}
1648366800	2020-09-11T02:08:23.000Z	1304240340443037699	Is good news too much to ask for these days? 😕	{'place_id': '00c39537733fa112'}
2242132590	2020-09-11T01:39:34.000Z	1304233086704668673	So far the only criticism I have of the sopranos is the guy that meadow is dating when she gets to college is very clearly completely 0% gay	{'place_id': '011add077f4d2da3'}
939612971831095297	2020-09-11T01:25:09.000Z	1304229462339276800	At 0 years old, my classmates would ask if my mom was Saddam’s wife so I stopped having her come to school anymore 	{'place_id': '011add077f4d2da3'}
17843715	2020-09-11T01:18:03.000Z	1304227673661755392	" Those kids are going to work ""constipated"" into every sentence they can in the next few weeks! Stealth vocab builder! Nice!"	{'place_id': '011add077f4d2da3'}
22302377	2020-09-11T01:15:26.000Z	1304227015030173696	I feel like some people actually take pleasure in being as annoying as possible when they go out to eat/drink! It’s rly fun/random!!	{'place_id': '011add077f4d2da3'}
775393806799757312	2020-09-11T01:05:42.000Z	1304224563920855041	Save the date for MMS Back to School Night 0! 	{'place_id': '7329ff8dbdf5bc00'}
1226575273992257536	2020-09-11T00:57:33.000Z	1304222516274253824	"Lame hipster imperialist and supposed journalist  would benefit from going back to school to learn about the GOAT aka ""The Answer""  instead of ""breaking news"" that AI's not a ""black tankie."" GTFOutta here"	{'place_id': 'b046074b1030a44d'}
3031426590	2020-09-11T00:39:00.000Z	1304217844947673088	Go out out the new drop “Everything Wavy (feat. Tonatiu)”Now out on all platforms 💯💫LINK IS IN BIO‼️ @ Brooklyn, New York 	{'coordinates': {'type': 'Point', 'coordinates': [-73.95, 40.65]}, 'place_id': '011add077f4d2da3'}
502309896	2020-09-11T00:30:55.000Z	1304215811364720641	"   As they say in Schitt's Creek:""Not to put too fine a point on it, Roland, but my wife would never go out for a burger when she has a strong penchant for steak."" "	{'place_id': 'fa3435044b52ecc7'}
4244580688	2020-09-11T00:21:09.000Z	1304213354177794048	“we’re in new york city. you want an italian man? go out and get one.” -Lauryn, after i expressed my crush on 0ers quarterback jimmy garoppolo	{'place_id': '01a9a39529b27f36'}
21570120	2020-09-11T00:17:16.000Z	1304212376900767747	YOU 👏🏽 LITERALLY 👏🏽 HAVE 👏🏽 SERVANTS 👏🏽 ALREADY 👏🏽 (and genuinely asking, WHAT work does Preethi do around the house? All we’ve seen her do is vent her spleen and go out with her friends)  	{'place_id': '01a9a39529b27f36'}
255630460	2020-09-11T00:12:48.000Z	1304211252303060992	Welcome Back to School students, teachers, and staff stay safe!!  through    through 0   	{'place_id': 'b046074b1030a44d'}
517209114	2020-09-11T00:01:02.000Z	1304208292198191104	  Honestly ant I thought it was just me but you have this town going out of control now go give tickets in Rutherford time for a new job buddy	{'place_id': 'd5140ca0d08eadc7'}
2304813263	2020-09-12T23:39:12.000Z	1304927574615785472	“we are going out tonight bring the hookah” 😭😭😭😭ok😭😭😭	{'place_id': '00c39537733fa112'}
188076111	2020-09-12T23:10:31.000Z	1304920355342110720	Hey look, imma tell you like this, if you go to school &gt;&gt; stay in school,If you got a job &gt;&gt; nigga stay at work.If you’re a family man &gt;&gt; stay with your moooofucking family nigga,Cause this shit ain’t made for everybody dawg... 	{'place_id': '011add077f4d2da3'}
953129009700917248	2020-09-12T21:54:15.000Z	1304901160508239877	I’m so lazy yet I wanna go out all the time	{'place_id': '002e24c6736f069d'}
1246992738161168384	2020-09-12T21:25:21.000Z	1304893890504396802	 I do. How many times you said we’re gonna go out and didn’t ?	{'place_id': '011add077f4d2da3'}
1263633533714812928	2020-09-12T21:12:46.000Z	1304890721791627265	 It’s my friends bday I’m going out.	{'place_id': '002e24c6736f069d'}
17158655	2020-09-12T19:19:14.000Z	1304862149601374210	A message to school communities from the UFT	{'place_id': '01a9a39529b27f36'}
3410372326	2020-09-12T19:13:45.000Z	1304860769306148865	0 DOE staff members have tested positive, schools may not open on time, UFT head says 	{'place_id': '002e24c6736f069d'}
1116075044	2020-09-12T18:51:58.000Z	1304855287204020226	I was going out to network but I can network online I will get back to outside networking when things are back to well.....	{'place_id': '01a9a39529b27f36'}
28440564	2020-09-12T18:21:49.000Z	1304847700354048001	The mayor & the city have failed us. 0 DOE staff members have tested positive, we showed up but they didn’t deliver: 	{'place_id': '01a9a39529b27f36'}
912172143885955073	2020-09-12T18:16:05.000Z	1304846256624283650	I wanna go out for drinks, hmuuu if you wanna come with	{'place_id': '27485069891a7938'}
2792308356	2020-09-12T18:05:59.000Z	1304843714943242242	I kind of want to just go out with an amex card and spend like 0 thousand dollars that I don’t have	{'place_id': '01a9a39529b27f36'}
1105316473	2020-09-12T18:00:30.000Z	1304842337059852289	i hate when i go out & end up losing my fave lipsticks	{'place_id': '00c39537733fa112'}
990717649	2020-09-12T17:57:50.000Z	1304841664457052162	I William McCullough 0rd In Newyork City ( USA )  waiting on the Elevator in my Apartment Building and getting ready to go out and enjoy my day. (  King ) (  Ace of Spade and King of Spade ) (  I Habibi -  I BeBella ) 	{'coordinates': {'type': 'Point', 'coordinates': [-73.99112517, 40.7588419]}, 'place_id': '01a9a39529b27f36'}
24226468	2020-09-12T17:20:23.000Z	1304832240799674373	I really be watching videos of plane crashes on YouTube and then go to work like nothing smh	{'place_id': '01a9a39529b27f36'}
1697943756	2020-09-12T16:57:52.000Z	1304826573011521537	Had that weird naked stress dream where you’re in public and everyone stares at you... Only I was fully clothed and had forgotten to wear a mask. don’t go out In your naked face 	{'place_id': '01a9a39529b27f36'}
699632144168128513	2020-09-12T16:52:18.000Z	1304825173409923072	The world sucks enough, put on some music and dance.....Cant wait to be able to go out dancing again ☺️☺️☺️☺️☺️ 	{'place_id': '01a9a39529b27f36'}
822954484578062337	2020-09-12T16:41:36.000Z	1304822479941234688	 Why don’t you go back to school	{'place_id': '00c39537733fa112'}
209335119	2020-09-12T16:16:35.000Z	1304816184869761024	Am I dragging it if I go out in a hoodie and sweatpants?	{'place_id': '002e24c6736f069d'}
1067438046134583296	2020-09-12T16:14:24.000Z	1304815636451819523	I been said said Fuk a hater so I ain’t gonna say it 0x came a long way to go out sad I’m Im Nice 🤫🤫🤫 🏧BABY💰 @ NY&NJ 	{'coordinates': {'type': 'Point', 'coordinates': [-74.00223255, 40.78656413]}, 'place_id': '8479859139338fb7'}
968332155528077314	2020-09-12T16:10:26.000Z	1304814635380600839	I loveee going out with  bc no one else knows my angles like she does ☺️	{'place_id': '00c39537733fa112'}
130286723	2020-09-12T16:07:07.000Z	1304813804614754304	"   I'm not. Caputo is from Buffalo. Caputo went to SUNY Buffalo. Caputo is denigrating a school as a ""commuter school"" yet he went to school miles from home. Hypocrite alert not ragging on schooling."	{'place_id': '01a9a39529b27f36'}
1212548785508761600	2020-09-12T16:03:58.000Z	1304813009500540928	 Exactly!!! Mind you I’m creating these sites from scratch and going out the box with the designs with little no guidance from the customer !! And they still have an attitude and offer pennies.	{'place_id': 'bceb8153865c4a49'}
12736332	2020-09-12T15:41:07.000Z	1304807260535828480	  The people who did this have names and addresses. Some of them might have family. Some of them might have children you go to school with.	{'place_id': '01a9a39529b27f36'}
3364353053	2020-09-12T15:29:27.000Z	1304804323570966529	CA Gov wisely delegated: “San Fran­cisco Mayor did shutdown or­der days ear­lier than NYC..called de Blasio to of­fer en­cour­age­ment...’It doesn’t mat­ter what An­drew says. You’ve got to go out and fight for [shutdown].’ Cuomo controlled NY now has 0X CA deaths per capita!!!!	{'place_id': '01a9a39529b27f36'}
480731260	2020-09-12T15:27:05.000Z	1304803726293635072	I don’t get how all these parents of children are scared to send there kids back to school due to covid meanwhile when “bars/restaurants” opened back up you guys packed in places like sardines with your friends and family for a drink with no mask on.	{'place_id': '00c55f041e27dc51'}
97269149	2020-09-12T15:18:41.000Z	1304801614637797378	What does that even mean? BLM are not a militant organization. It's groups of citizens so profoundly disgusted with racism against Blacks and other PoC who go out and make their voices heard on it. The only thing we have to defeat, is white supremacy to save our nation. 	{'place_id': '00c55f041e27dc51'}
1051509655116177410	2020-09-12T15:13:03.000Z	1304800196468051968	0-0% minimum0% standard0% exceptionalThese are the tip percentages you should be calculating for your server. Stop going out, showing yourself spend money, only to stiff your server. It’s not our fault we live in a fucked up society that doesn’t pay us a fair wage.	{'place_id': '011add077f4d2da3'}
