32661259	2021-09-06T23:44:59.000Z	1435026273718480898	Seas the moment 🛥🥂Congrats Eric and Hillary on a buoy-tiful wedding      @ Brooklyn Bridge 	{'place_id': '94965b2c45386f87', 'coordinates': {'type': 'Point', 'coordinates': [-73.9967072, 40.7059675]}}
412819458	2021-09-11T10:27:27.000Z	1436637507547025411	Take him to the party, he’s a nerd‼️	{'place_id': '002e24c6736f069d'}
50706690	2021-09-11T06:59:35.000Z	1436585194799128580	Updated: Closure on  EB from DUCK POND RD to CHURCH ST 	{'place_id': '51df886075148e45', 'coordinates': {'type': 'Point', 'coordinates': [-73.937322, 40.942872]}}
1090700993694781440	2021-09-11T05:47:18.000Z	1436567005717467142	The thing I miss MOST about going out to a bar, was getting drunk & then absolutely DEVOURING the wings. The WINGS, Omg the wingsssss. Like, why would veganism betray me like that? All I have left is some salty ass fries 😭 	{'place_id': '011add077f4d2da3'}
155933135	2021-09-11T03:54:58.000Z	1436538736263708673	I’m watching “My Big, Fat, Greek Wedding”! 	{'place_id': '01a9a39529b27f36'}
2164745475	2021-09-11T03:45:52.000Z	1436536444584136709	Went to a concert tonight and felt totally fine - they checked vax cards on the way in which helped me feel so much better	{'place_id': 'fa3435044b52ecc7'}
1389838013098778626	2021-09-11T03:30:10.000Z	1436532492681551872	 SIBLING MEETUP	{'place_id': '01a9a39529b27f36'}
60494809	2021-09-11T02:34:10.000Z	1436518400495394816	Kinda can’t believe that me and my friends go to a bar with the sparkler bottle thing in 0 lmao it really is the summer of being 0 again jesus fucking Christ.	{'place_id': '011add077f4d2da3'}
383227585	2021-09-11T02:21:57.000Z	1436515324124356609	 Thank you for our 0th wedding anniversary dinner , with  @ Café Matisse 	{'place_id': '25d1ef4322ba8e3c', 'coordinates': {'type': 'Point', 'coordinates': [-74.10933, 40.82503]}}
16615828	2021-09-11T02:12:38.000Z	1436512981525934082	 Same! It was my friend. I went to their wedding… definitely feel different about it now that I’m an adult.	{'place_id': '011add077f4d2da3'}
2245872197	2021-09-11T01:53:10.000Z	1436508082956275717	Blowin wedding cake I ain’t never think bout marriage	{'place_id': '002e24c6736f069d'}
155551412	2021-09-11T01:01:53.000Z	1436495177254899725	To all the people getting married tomorrow, Don’t. You got a deal on your wedding venue for a reason.	{'place_id': '01a9a39529b27f36'}
46146376	2021-09-11T01:00:35.000Z	1436494850392788993	First time going to the movies since the pandebono started, and as expected i’m running late, hoping that they still have 0m of ads 🥲	{'place_id': 'b046074b1030a44d'}
1853033256	2021-09-11T00:42:54.000Z	1436490399141531667	I handled all my business, bought a new car, paid my bills, this weekend I’m goin to the movies, philleppes and the strip club, ima take pics too lol	{'place_id': '011add077f4d2da3'}
1182209235754655744	2021-09-11T00:38:08.000Z	1436489198870175745	Meetup with     in      	{'place_id': '01a9a39529b27f36'}
2699713946	2021-09-11T00:06:31.000Z	1436481240862019584	LMFAOO allow which pickny to run through who wedding?? Stueepsss 	{'place_id': '00c39537733fa112'}
49314542	2021-09-11T00:00:43.000Z	1436479781319675928	 Ugg that article is not going down well with my Friday glass of wine. We have a political system that requires cross party cooperation. Right now we have a party that chooses to ignore basic vaccination science. What’s our chances of acting on this?	{'place_id': '01a9a39529b27f36'}
407469290	2021-09-12T23:58:05.000Z	1437203894719942657	The wedding dress from coming to America is so stunning 🥺🥺🥺I always gasp at the ending scene when she walks down the aisle	{'place_id': '01a9a39529b27f36'}
65735477	2021-09-12T23:00:09.000Z	1437189318934679557	I had one too many cosmos last night at aforementioned wedding which then led me to read everyone’s star chart and do digital tarot readings for straight couple’s relationships 🥴	{'place_id': '01a9a39529b27f36'}
1429404064891248645	2021-09-12T22:19:14.000Z	1437179020504969220	Why he never wanna take me on a date, like I know how to act in public nigga 😂 fuxk u mean	{'place_id': '011add077f4d2da3'}
1553588587	2021-09-12T22:07:36.000Z	1437176093400879108	We provide wedding suits now  	{'place_id': '01a9a39529b27f36'}
158710709	2021-09-12T21:57:25.000Z	1437173527849979907	 I don’t know much - but I do know I’ve never seen Uncle Remus cater a black tie wedding 💁🏽‍♀️	{'place_id': '858cec499f8adba6'}
773645655814377473	2021-09-12T21:46:51.000Z	1437170871194501120	 You know I’m always late to the party. You made me fuck with the weekend	{'place_id': '011add077f4d2da3'}
14710973	2021-09-12T21:36:41.000Z	1437168313612832768	Posted  •  With my team mates  &  at NYC Library  yesterday for our sound check for the greatest wedding ever. 🤗 @ New York Public Library and Bryant Park 	{'coordinates': {'type': 'Point', 'coordinates': [-73.98193288, 40.75326238]}, 'place_id': '01a9a39529b27f36'}
158535301	2021-09-12T21:34:04.000Z	1437167655140663301	I can’t wait to go to the gym	{'place_id': '00c39537733fa112'}
3319857183	2021-09-12T21:17:29.000Z	1437163479220228096	 Dude.  Go to church	{'place_id': '00c55f041e27dc51'}
26146866	2021-09-12T20:03:53.000Z	1437144958826422273	Not sure how or why I volunteered to go shopping for my unborn cousins but omg I’m failing 😂	{'place_id': '011add077f4d2da3'}
442172048	2021-09-12T19:57:45.000Z	1437143416077492235	Really not looking forward to the wedding every weekend phase I feel it right around the corner.	{'place_id': '00c55f041e27dc51'}
124013182	2021-09-12T19:43:33.000Z	1437139841523855365	It's Sunday afternoon. So this can only mean one thing! Time to play a Russian wedding in Jersey City. Your pal, Ivan, on Fender bass and conducting the band. \m/Get my book:        	{'place_id': '926fea31818e07d2'}
23857378	2021-09-12T19:40:04.000Z	1437138963131731970	Pastor Swole and Sister Faye taking me to church today with the spirituals 🙌🏾   	{'place_id': '00c39537733fa112'}
3423415452	2021-09-12T19:22:23.000Z	1437134512706756612	Going shopping for bed linen. I’m excited 🤗🤗	{'place_id': '011add077f4d2da3'}
710142715	2021-09-12T19:06:32.000Z	1437130526268264452	jetskis and wedding photos by the carousel what is life	{'place_id': '011add077f4d2da3'}
2739254380	2021-09-12T18:56:50.000Z	1437128082587066383	“this guy i went on a date with should treat me right he has a sister”“listen ted bundy had an entire ass family”💀💀💀	{'place_id': '011add077f4d2da3'}
1429404064891248645	2021-09-12T18:54:20.000Z	1437127456117379077	I wanna go on a date	{'place_id': '011add077f4d2da3'}
65156634	2021-09-12T18:28:39.000Z	1437120991466070019	Finally checking into a nice Sunday AM. A 0 mi walk to the gym, a shoulder workout then a 0 mi walk home! So productive! (@ Crunch Fitness - 0rd Street -  in New York, NY)  	{'coordinates': {'type': 'Point', 'coordinates': [-73.97584498, 40.78526946]}, 'place_id': '01a9a39529b27f36'}
1245797823402164231	2021-09-12T18:23:10.000Z	1437119612915757063	I need a soulmate who is good with me arriving to the party late and leaving it early. Here for a good time, until bedtime.	{'place_id': '00c39537733fa112'}
392443721	2021-09-12T18:20:51.000Z	1437119030561755146	Not a man who asked me on a date and then flaked asking how many niggas I’m bringing into the fall !? Lmfaooo 0 nigga	{'place_id': '002e24c6736f069d'}
60229654	2021-09-12T18:18:24.000Z	1437118410694045701	    gatekeepers anonymous meetup let’s goooo cc  	{'place_id': '011add077f4d2da3'}
4127948117	2021-09-12T18:15:16.000Z	1437117624194932747	   That’s great! I wore a dress to my son’s wedding because I wanted to and I loved being dressed up! But I don’t wear dresses or skirts because they simply don’t work for me in terms of comfort and the way I move and sit.	{'place_id': '011add077f4d2da3'}
1325283410324156416	2021-09-12T18:14:35.000Z	1437117451569930241	If I ain’t do this at my wedding I don’t want you 😭 	{'place_id': 'b046074b1030a44d'}
71038970	2021-09-12T18:06:07.000Z	1437115319949082630	Wedding in NYC        more info DM me ;) @ Rabbits 	{'coordinates': {'type': 'Point', 'coordinates': [-73.95714, 40.7126]}, 'place_id': '011add077f4d2da3'}
16174702	2021-09-12T18:01:08.000Z	1437114065810231299	 That fabric was some polyester hobby lobby ‘wedding dress’ mess they bought on sale and had the church ladies whip up for them, last minute, for free. Thought it was for maid and matron of honor, and flower girl. They pissed today! 😂😂😂	{'place_id': '011add077f4d2da3'}
976059506	2021-09-12T17:55:29.000Z	1437112643169492993	This friday we blaze The Brooklyln Loft Flava DJ's NYC  Sally & Mario Wedding Reception 	{'place_id': '01a9a39529b27f36'}
61407804	2021-09-12T17:53:04.000Z	1437112037704978440	 pulled a  and had a secret wedding 😂 that must be the new wave	{'place_id': 'c8cc2f5f5fe306fa'}
4127948117	2021-09-12T17:44:02.000Z	1437109762206928901	   Btw: my daughter-in-law had a wedding skirt and top made for her. She had deep pockets in the tulle-layered skirts.	{'place_id': '011add077f4d2da3'}
977922815822319616	2021-09-12T17:21:23.000Z	1437104062521090050	         Why not? & you should have seen me in my prime! I was a veritable firecracker! I’d give a free, open workshop & fill an auditorium with over 0 students: I’d have them eating out of my hand. All extemporaneously. What a wonderful time that was for me. Too bad it wasn’t filmed.	{'place_id': '01a9a39529b27f36'}
713082318	2021-09-12T16:56:49.000Z	1437097882218270722	Just signed our wedding contract and next week is our engagement shoot. Its getting more and more real each month.	{'place_id': '4788f93db732fe58'}
863213504182054912	2021-09-12T16:41:56.000Z	1437094136633495556	If you schedule a wedding/baby shower/baptism etc. on the first Sunday of football you are the op	{'place_id': '82a4f68b3d515bec'}
580434453	2021-09-12T15:45:25.000Z	1437079914256142344	Would it be ghetto to go to the gym with a bonnet on?	{'place_id': '23a06e5cc6d83009'}
514970410	2021-09-12T15:06:25.000Z	1437070099794571265	My mom just asked me when’s the last time I went on a date with someone…. 	{'place_id': '011add077f4d2da3'}
616852797	2021-09-12T15:02:16.000Z	1437069055203102725	Taking myself to the movies on this Sunday morning to see THE CARD COUNTER - which happens to be my 0th movie of 0!	{'place_id': 'e9143a85705b4d40'}
44277501	2021-09-12T14:49:37.000Z	1437065871336292354	He married two women or he officiated a lesbian wedding? 	{'place_id': '011add077f4d2da3'}
22649409	2021-09-12T14:30:45.000Z	1437061123782684673	 Congratulations on your Wedding Miss Doudrop. You looked beautiful.	{'place_id': '011add077f4d2da3'}
37169245	2021-09-12T13:51:50.000Z	1437051326869934092	I'm SO  excited about the next month's book we're reading is by none other than  😍😍😍🥰🥰🥰Checkout this Meetup with Paramus Programs - Novels at Night and other library events: 	{'place_id': 'b2739f396d871412'}
1137541039097634817	2021-09-12T12:43:36.000Z	1437034158400880640	First time back in 0 months! Pizza & bagels (but no pizza bagels), a wedding, and a ton of reunions. Back to Florida today, just in time for Alabama week! 	{'place_id': '07d9d395f0c87003'}
1905832758	2021-09-12T12:36:22.000Z	1437032336596652036	Got invited to another wedding 😊Love My Guys ❤️	{'place_id': '01a9a39529b27f36'}
951617893975896064	2021-09-12T12:15:16.000Z	1437027027501166597	“You who have made me see many troubles and calamities will revive me again; from the depths of the earth you will bring me up again. You will increase my greatness and comfort me again.” Psalms 0: 0-0Happy Sunday guys, go to Church ✝️	{'place_id': '61d8457a3159b349'}
113744024	2021-09-12T11:27:16.000Z	1437014945858736129	Good to be Back in the hood.. walking down the bridge with my Queens to get to the mall, so nice to chase those squirrels again. @ Queens, New York 	{'coordinates': {'type': 'Point', 'coordinates': [-73.8309, 40.7]}, 'place_id': '00c39537733fa112'}
217994278	2021-09-12T11:26:21.000Z	1437014717722238981	I just wanna go to the movies	{'place_id': '011add077f4d2da3'}
44207224	2021-09-12T10:00:15.000Z	1436993048957931522	 Daily inspiration for  Soft Orange and Gold Fall Wedding at the Rincon Beach Club  	{'coordinates': {'type': 'Point', 'coordinates': [-74.0007613, 40.7207559]}, 'place_id': '01a9a39529b27f36'}
321392018	2021-09-12T07:44:27.000Z	1436958875522056193	Ordered a dress for my cousin’s wedding then found 0 others I like 0 mins after. I bought them all.. own gonna work idc	{'place_id': '002e24c6736f069d'}
23393212	2021-09-12T05:09:15.000Z	1436919815084576769	 I had a lovely time watching it at home but then again I love going to the movies	{'place_id': '01a9a39529b27f36'}
182383	2021-09-12T05:04:53.000Z	1436918717204533248	 Can I have one. I went on a date tonight where she went to the bathroom and then left the bar. When I texted her about it she said I was gay... Could use a confidence boost	{'place_id': '011add077f4d2da3'}
292111810	2021-09-12T04:46:22.000Z	1436914057852989443	0/0/0 I went to the movies with my new friends from highschool I had met a week before. I don’t remember what the movie was, but that was the night I found out one of my best friends lost her dad that day. Rest In Peace, Mr. McNally. You would be proud of your daughter today.	{'place_id': 'b046074b1030a44d'}
42640432	2021-09-12T04:30:44.000Z	1436910122324856832	Closed due to police activity in  on Ocean Pkwy (Brooklyn) SB between Cortelyou Rd and Ditmas Ave, stopped traffic back to Church Ave  	{'coordinates': {'type': 'Point', 'coordinates': [-73.97318, 40.63852]}, 'place_id': '011add077f4d2da3'}
34262395	2021-09-12T02:45:24.000Z	1436883616437608448	Yo This Lady Requested a To Go Plate at a Wedding??? D.E.A.D. 🤭💀☠️😂😅😆🤭	{'place_id': 'c2270f3c90deeb93'}
439071771	2021-09-12T02:31:45.000Z	1436880180820250625	 Went here for my 0th wedding anniversary lol	{'place_id': '01a9a39529b27f36'}
875002688634839040	2021-09-12T02:06:38.000Z	1436873859257585664	I’m late to the party 🤷🏽‍♀️	{'place_id': '00c55f041e27dc51'}
35669032	2021-09-12T01:43:38.000Z	1436868069859774468	I‘ll never stop encouraging people to go to the gym even when they feel they have no motivation, those who have had conversations with me know this. Great Heath seems so underrated these days for some reason, I really do believe that should be No.0 priority other than your family	{'place_id': '01a9a39529b27f36'}
343022765	2021-09-12T01:31:27.000Z	1436865003156606976	I went to a beach and then to a wedding .. was a good week 	{'place_id': '01a9a39529b27f36'}
18266916	2021-09-12T01:16:56.000Z	1436861350861434889	     #❤️ #🏀 @ Brooklyn, New York 	{'coordinates': {'type': 'Point', 'coordinates': [-73.95, 40.65]}, 'place_id': '011add077f4d2da3'}
16362685	2021-09-12T00:54:44.000Z	1436855765856399361	Don’t you just love small beach weddings? Don’t worry, this isn’t my wedding. I’m still   📷 @ Rockaway Beach 	{'coordinates': {'type': 'Point', 'coordinates': [-73.877156, 40.568065]}, 'place_id': '00c39537733fa112'}
433527186	2021-09-12T00:50:34.000Z	1436854715443208194	My friends look like they’re going to the gym and I look like I’m trying to steal someone’s husband	{'place_id': '01a9a39529b27f36'}
895990964086505472	2021-09-12T00:06:53.000Z	1436843724756209664	On a date kinda nervous 😬	{'place_id': '0fc3c7009b15b000'}
