2020-11-30T22:44:49.000Z	1333542527392231432	This how imma be the next time I take my girl on a date and the waiter is taking too long 	{'place_id': '1e11d8be00564690'}
2020-12-06T05:05:44.000Z	1335450329610149891	 THEY SPEAK DEATH WHILE HE SPEAKS HOPE WE WILL HEAL FROM THIS JOE BIDEN JUST SAID 0 MORE WILL DIE OK THAT'S WHAT I SEE ONE SPEAKS HOPE GO BACK TO CHURCH WHILE THE OTHER SPEAKS DEATH IF YOU GO TO CHURCH YOU GONNA DIE??? PLEASE PEOPLE SEE IT IT'S SET UPS FOR EXILE OK	{'place_id': 'b87b05856ab8dbd8'}
2020-12-06T04:28:15.000Z	1335440897337647104	goin to the gym tomorrow. smd	{'place_id': '002e24c6736f069d'}
2020-12-06T04:27:26.000Z	1335440690013204485	Late to the party but... 🤯No spoilers! I still have 0 episodes left to watch.	{'place_id': '01a9a39529b27f36'}
2020-12-06T03:04:21.000Z	1335419781219045381	       0 0 0 Action Limousine inc 	{'place_id': 'dfa88de1ece1a505'}
2020-12-06T02:46:04.000Z	1335415178729549824	 just told her experience about going on a date with a Philly n%gga and I cracked up the entire time, because even if she didn’t say he was from Philly... EVERYTHING about him screamed Philly 😭😭😭	{'place_id': '00c39537733fa112'}
2020-12-06T02:45:36.000Z	1335415061129687041	UPDATE: Agencies remain on scene at E 0th St & 0nd Ave where the fire is reported fully under control.Firefighters are ok w/very minor injuries.Demolition of only the corner bldg (bldg adjacent to church) will begin Sunday morning.Surrounding streets closed until next week. 	{'place_id': '01a9a39529b27f36'}
2020-12-06T02:00:41.000Z	1335403757769732097	i can’t even lie it’s just genetics it doesn’t matter that i go to the gym 0-0 times a week my ass flat as hell. this is just how it gotta be	{'place_id': '011add077f4d2da3'}
2020-12-06T01:51:54.000Z	1335401548340457472	Welcome to the party man! 	{'place_id': 'ef8a0ca90efdf8cb'}
2020-12-06T01:49:59.000Z	1335401067845181440	Just a coupla soup snakes with new perfect wedding glassware 😭🥂💍Thank you  ❤️❤️❤️ @ Hell's Kitchen 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.994641, 40.763744]}}
2020-12-06T01:48:42.000Z	1335400742753067008	Who would have thought that you could not go to a bar and get a drink by itself	{'place_id': '0427846a106c0bd9'}
2020-12-06T01:31:54.000Z	1335396514290692096	EXTREMELY late to the party but I finally watched  & now I don’t know how I can take the Oscars seriously anymore!  should’ve been nominated for an Oscar & this film should’ve been nominated for a Screenplay Oscar FOR SURE!!!  	{'place_id': '002e24c6736f069d'}
2020-12-06T00:50:25.000Z	1335386075179724801	Folks, if you love eating out in New York, pandemic life can be tough. So sometimes you just have to drive to Flushing and go hammer on a Szechuan House take out order.	{'place_id': '00c39537733fa112'}
2020-12-06T00:37:37.000Z	1335382852909871106	 We have to go to the mall, get lost, & find each other this way okay? 	{'place_id': '01a9a39529b27f36'}
2020-12-06T00:25:41.000Z	1335379853667930115	Me at my 0th wedding 	{'place_id': '011add077f4d2da3'}
2020-12-01T16:21:51.000Z	1333808541656870913	Boutta get up get shower and head to the spa💆🏾	{'place_id': '00c39537733fa112'}
2020-12-01T15:26:23.000Z	1333794579103924228	Imma go bowling in these jawns 	{'place_id': 'fa3435044b52ecc7'}
2020-12-01T13:40:45.000Z	1333767999610900480	 Oh you h0 me 😥😥😥😥 idc bro get a haircut & cut that weird shit 😭😭😭 no damn septum get ur nose pierced regular	{'place_id': 'e4faa50d904ab815'}
2020-12-03T23:27:35.000Z	1334640456827801603	If you get a haircut every two weeks no one will ever notice	{'place_id': '01a9a39529b27f36'}
2020-12-03T15:05:49.000Z	1334514180540538880	We going to the spa?? 	{'place_id': '01a9a39529b27f36'}
2020-12-03T14:02:05.000Z	1334498140964220929	Somebody PLEASE get me to a club! 	{'place_id': '011add077f4d2da3'}
2020-12-04T20:38:23.000Z	1334960260172419072	Wanna get a haircut just to see if I’m running a temp	{'place_id': '011add077f4d2da3'}
2020-12-04T18:14:27.000Z	1334924040419553280	My home setup &gt;&gt; goin to the theater. Extra ass niggas are distractions 	{'place_id': '002e24c6736f069d'}
2020-12-04T02:13:15.000Z	1334682147387543554	Ever invited someone to a club on a second date? Parth did! Full episode here:  .....                  	{'place_id': '00c39537733fa112'}
2020-12-05T05:43:56.000Z	1335097552522391555	I think I wanna go to the museum of illusions 🤔	{'place_id': '011add077f4d2da3'}
2020-12-05T01:41:49.000Z	1335036622958637060	Nooooooooooo!!! Don’t Lock Us Down Yet! I Wanna Go Bowling! 🥴😩 	{'place_id': '002e24c6736f069d'}
2020-12-06T23:24:27.000Z	1335726830502948864	Gay bars are so stupid I’m listening to a club mix of “how to save a life” by the fray omg	{'place_id': '01a9a39529b27f36'}
2020-12-06T21:40:47.000Z	1335700743123316743	Anyone want to go to the museum of sex with me? 🥺	{'place_id': '00c39537733fa112'}
2020-12-06T00:09:44.000Z	1335375837546340357	Bitches can’t do shit by themselves, they always have to involve a dude, right? They wanna smoke, they wanna go to a club, they wanna go to Times Square, only in a Ulgy ass mf car	{'place_id': '00c39537733fa112'}
2020-11-30T23:23:22.000Z	1333552230390259712	Small gathering at reddz for my birthday pop out if you fam😎	{'place_id': '559cf1d51980ff42'}
2020-11-30T17:47:15.000Z	1333467642066333696	After he just finished going off about people gathering for thanksgiving and saying not to call for help if they got sick over the holiday bc they looked for it by having people over.	{'place_id': '01a9a39529b27f36'}
2020-11-30T16:04:18.000Z	1333441735683432449	Business in the front a small gathering of 0 or less in the back. 🙂 Cut by Sydney (they/them) in EV. Mon-Thur @ Hairrari East Village 	{'coordinates': {'type': 'Point', 'coordinates': [-73.99023, 40.72414]}, 'place_id': '01a9a39529b27f36'}
2020-11-30T12:59:12.000Z	1333395154661732352	I believe that  elicited more Hate than Ghengis Khan. I do believe that. And it's hard to win a democratic election after gathering up so many haters. 	{'place_id': '00c55f041e27dc51'}
2020-11-30T08:13:26.000Z	1333323237233729537	 Annual Interfaith Virtual Gathering. Faith leaders RSVP here:   We are partnering with  once again.  Different faiths.   	{'place_id': '07d9db13bc888002'}
2020-12-01T23:37:02.000Z	1333918056012197890	Today I spent 0 minutes explaining Magic: The Gathering to my therapist	{'place_id': '011add077f4d2da3'}
2020-12-01T23:29:41.000Z	1333916205791502337	  With the spread of the virus, the requirements we would need to produce the show, and the health risks associated with a gathering of this size made the GemFair 0 untenable and Pima County Health Department has chosen to deny our application for the event. 	{'place_id': '00c39537733fa112'}
2020-12-01T18:40:14.000Z	1333843366136655875	A spread to make you feel optimistic about 0! Are you looking to host a safe year-end gathering for your colleagues and friends? Check out our link in bio for a full rundown of our event options at  🍽🎉 	{'coordinates': {'type': 'Point', 'coordinates': [-74.0075999, 40.6569378]}, 'place_id': '011add077f4d2da3'}
2020-12-01T15:05:19.000Z	1333789279521099785	Today is   has month-long installation “Hear Me” in lieu of gathering to read the names of those lost. It will include that, recorded, but also patchwork of readings, historical recordings that tell the story of the epidemic at 0am & 0pm.  	{'place_id': '0fc3906d27d55001'}
2020-12-01T14:42:28.000Z	1333783530959204354	Tonight you are invited to join us for the 0th Out of the Darkness virtual gathering for World AIDS Day. Please share as you are able. 	{'place_id': '858cec499f8adba6'}
2020-12-01T04:03:39.000Z	1333622767393132544	Nbs if you go swimming at the the beach you dirty idc 😂😂😂	{'place_id': '926fea31818e07d2'}
2020-12-01T03:59:52.000Z	1333621812345888768	 How ‘Christian’ that people will die because ‘believers’ won’t temporarily refrain from gathering while the US deals with a pandemic that will kill 0,0 by the end of the year.	{'place_id': '01a9a39529b27f36'}
2020-12-02T18:12:46.000Z	1334198840770129935	Even more reason to open school full time. Schools have been proven to be safer than informal gatherings & the more kids are in school, the less they are gathering informally or being shuffled from place to place   	{'place_id': '011add077f4d2da3'}
2020-12-02T12:23:32.000Z	1334110953126891520	 He was there gathering evidence? Obviously 🙄 That’s the line for the Wife & kids.....	{'place_id': '002e24c6736f069d'}
2020-12-02T00:29:35.000Z	1333931281902686209	    Like I said, news gathering 0. 	{'place_id': '011add077f4d2da3'}
2020-12-03T21:17:37.000Z	1334607748194037761	This lil white girl youtuber who had to take a sOcIaL mEdIa BrEaK because she was called out for all her racist comments & gathering during covid just released a 0 day planner for $0 lmaooooooo and her stans will buy it every 0 months too	{'place_id': '4a4c49cb161a4eb9'}
2020-12-03T15:39:43.000Z	1334522710765019136	This exciting project is gathering steam! Here’s my thread on it from when the proposal was announced: 	{'place_id': '01a9a39529b27f36'}
2020-12-03T13:52:40.000Z	1334495771731906561	  But the purpose of these people gathering is because of Covid shut downs. Thus the context of Covid hot zone is relevant. Social justice is not equal	{'place_id': 'dc4ad595a56393ac'}
2020-12-03T13:50:50.000Z	1334495308869480450	 Our  was ALLA DAT. Our birds are brined, seasoned & deep fried. This SHOW STOPPER will be the center of attraction at your holiday gathering        	{'place_id': '011add077f4d2da3'}
2020-12-03T06:13:17.000Z	1334380165644902400	Many are so fixated on calling out hypocrisy, the actual reason for socially distancing & not gathering has  gotten lost.It may give both sides ‘joy’ when they’re able to point fingers but let’s not be distracted: 0K Americans are dead because of Covid-0.No side wins here. 	{'place_id': '011add077f4d2da3'}
2020-12-03T03:32:42.000Z	1334339751340617728	  I don’t think atheist activists go swimming in ketchup or lock themselves into chicken execution machines, but they sure have died  from the insidious view that blasphemy is punishable. But why do you think exvegans call it a cult? I’ve never tried it so I don’t know myself.	{'place_id': '011add077f4d2da3'}
2020-12-03T00:18:29.000Z	1334290878219816960	Tonight marks 0 consecutive months of gathering to support  and defunding the police on the  My neighbors are dedicated to the fight for racial and social justice, and so am I ✊ 	{'place_id': '07d9e389dd086003'}
2020-12-04T22:41:40.000Z	1334991287829852166	   The fault is the owner for allowing this gathering. They wouldn’t be unemployed if the owner followed the rules. They’d still be open (like they were prior) for outdoor seating, minimal indoor seating, and takeout. Sorry but the  and the owner are to blame. No one else.	{'place_id': 'b046074b1030a44d'}
2020-12-04T19:38:49.000Z	1334945272359755777	       I can't wait for the contact tracing info to come out from this gathering.	{'place_id': '00c39537733fa112'}
2020-12-04T19:36:47.000Z	1334944759794831363	         Okay thank you for gathering so many amazing people for me to follow!!!	{'place_id': '01a9a39529b27f36'}
2020-12-04T19:04:31.000Z	1334936641216057348	There is a lot of hot takes to give on this one. Here’s mine: when was the last time, do you think, that Clapton or Morrison were in a public gathering with a great number of people. They probably have people who buy their food for them. Haven’t set foot in a supermarket in years 	{'place_id': '000829b517fc66b2'}
