2021-05-31T23:52:28.000Z	1399514143858872325	Of COURSEEEE my mom brought home this wedding table center piece literally how could she not 	{'place_id': '42333d5a509e9bc3'}
2021-06-06T23:14:14.000Z	1401678850019540992	Every time I see pics of a wedding— I’m just happy that I get to spend $0,0 on me and not a wedding gift, wedding travel, wedding suit dry cleaning, new shirt, etc..	{'place_id': '011add077f4d2da3'}
2021-06-06T23:08:04.000Z	1401677299620233219	but the finale of  had me in tears. ’s portrayal of how it feels to be diagnosed with autism as an adult was incredibly real to me.  and ’s wedding reminded me of the best parts of my own.	{'place_id': '01a9a39529b27f36'}
2021-06-06T22:55:04.000Z	1401674027605843969	🛑  in the frame 📸         @ The Brookside Banquets 	{'coordinates': {'type': 'Point', 'coordinates': [-74.18889, 40.81253]}, 'place_id': 'dc4ad595a56393ac'}
2021-06-06T22:32:19.000Z	1401668303060340744	Planning a cabaret is basically like planning a wedding without the benefit of cake.	{'place_id': '00c39537733fa112'}
2021-06-06T22:29:21.000Z	1401667556453326852	 Wedding dates????	{'place_id': '00c39537733fa112'}
2021-06-06T22:28:40.000Z	1401667383606099970	As many of you may know by now, Working Girl is one of my favorite favorite favorite movies. Well today Spotify suggested I listen to this song. It’s the jazzy number playing whilst Tess and Jack crash Oren Trask’s daughter’s wedding. Thanks Spotify! 	{'place_id': '01a9a39529b27f36'}
2021-06-06T22:27:47.000Z	1401667162381692928	I went to a bar by my house last night with full make-up and I’m here again no make-up and my bartender said, “welcome back”. Thank you for recognizing me without make-up but also stop making the block hot	{'place_id': '01a9a39529b27f36'}
2021-06-06T22:24:27.000Z	1401666320354189313	So unpopular opinion from a chubby girl getting back into fitness. This clearly comes to the gym everyday work out guy came up to me and was like you are doing that wrong and showed me and I really fucking appreciated it. Let’s normalize this.	{'place_id': 'b87b05856ab8dbd8'}
2021-06-06T22:23:34.000Z	1401666098571907074	It’s a strange feeling celebrating my one year wedding anniversary while simultaneously getting things together for my…wedding 🥴	{'place_id': '00c39537733fa112'}
2021-06-06T22:17:01.000Z	1401664450952937480	I dead wanna go on a date	{'place_id': 'b87b05856ab8dbd8'}
2021-06-06T21:35:33.000Z	1401654016485040129	 Happy Positivity Sunday, Jenn!  Lat to the party (I volunteer on Sundays) but better late than never! 	{'place_id': '01a9a39529b27f36'}
2021-06-06T21:29:18.000Z	1401652442001985541	So my ex never showed up to the party! Apparently he had a “tummy ache” He just didn’t wanna see the bad bitch I became lmao	{'place_id': '011add077f4d2da3'}
2021-06-06T20:43:11.000Z	1401640837054963721	 Additional update: the first preview started at 0:0 and it for The Conjuring 0: The Devil Made Me Do It. Only it wasn’t a preview, it was a 0:0 show and we were in the wrong theater. Never thought The Conjuring 0 would be my return to the movies yet here we are. 	{'place_id': '01a9a39529b27f36'}
2021-06-06T19:54:22.000Z	1401628550382432256	 Organist didn’t know there was a wedding ceremony.So I’m here playing John Michael Talbot for a responsorial psalm.The poor bride had to walk into some Gregorian chant.Sacristan: “They’re not gonna know.”Me: “They’re gonna know.” 	{'place_id': '011add077f4d2da3'}
2021-05-31T18:34:05.000Z	1399434022816714756	I’m going to Puerto Rico the 0th and I want to wait till the 0th to get a haircut lmao.	{'place_id': '01a9a39529b27f36'}
2021-06-02T21:57:20.000Z	1400209944822026246	Everyone’s going to the beach like that’s going to help you stay cool cause a lot of y’all aren’t even getting in the water, I’d rather stay home or sit in my air conditioned luxury automobile all day. Or better yet, I’ll just go to the spa club to relax in peace.	{'place_id': '07d9db4bc3c87001'}
2021-06-02T19:55:18.000Z	1400179235290034185	  Um I live in Manhattan and get a haircut, facial and beard shape up for $0 + tips 🥲	{'place_id': '01a9a39529b27f36'}
2021-06-02T04:12:08.000Z	1399941881073750016	Real talk, if we all just didn't rent the new movies or go to the theater they'd have to give it to us somehow! I would watch twenty minutes of trailers & ads at the start to see the movie for free or as part of my subscription	{'place_id': '01a9a39529b27f36'}
2021-06-03T18:00:54.000Z	1400512835327778824	if y’all were looking forward to the arcade this weekend, here’s a thread of what to look forward to! ⬇️⬇️⬇️⬇️ 	{'place_id': '00c39537733fa112'}
2021-06-03T14:38:11.000Z	1400461817336397827	I feel like i get a haircut on a thursday every time and never realize i make it for thursday 🥴	{'place_id': '00c55f041e27dc51'}
2021-06-03T03:33:32.000Z	1400294554151104512	As much as I love going to the theater, A Quite Place part 0 was shit . Stay home and watch the creative masterpiece Bo Burnham: Inside	{'place_id': '01a9a39529b27f36'}
2021-06-03T02:13:11.000Z	1400274333122154500	  Bumping into  on the way to the museum confused about what to do next with that hint inside the cup. Oh and then with Naked Man which is forever a Chris & Reid inside experience.	{'place_id': '00c39537733fa112'}
2021-06-03T00:19:20.000Z	1400245681764372480	This is a tiny portion of the plays and scripts I’m donating as I transition out of live theater. I’m saving a few favorites.  On the day I got accepted to J-school I had just donated dozens of handmade costumes I built myself to the Theater Fund. This isn’t easy. 	{'place_id': '011add077f4d2da3'}
2021-06-04T23:30:21.000Z	1400958131258249216	After the rain its a glorious early evening in   On Park Ave So. from 0th to 0th is a resurgence of people outdoors enjoying their Friday nite. The Air, the Energy ordinarily is the perfect lure to walk cross town to the   Soon!!  💗	{'place_id': '01a9a39529b27f36'}
2021-06-04T14:57:15.000Z	1400829002647064576	Really want to go to the museum of natural history	{'place_id': '00c55f041e27dc51'}
2021-06-04T02:18:40.000Z	1400638100104175621	as we prepare for overtime, this whole bar is singing to a club mix of Love Story by Taylor Swift. Hoboken back????	{'place_id': 'e9143a85705b4d40'}
2021-06-02T22:07:33.000Z	1400212518652497934	 not to mention using YT/Spotify ads (essentially the label buying views/streams) to massage their 	{'place_id': '27485069891a7938'}
2021-06-02T15:07:50.000Z	1400106892312068098	 Medal Day should be starting shortly in Queens. You can live stream the event and catch my report later today  It’s the largest gathering the FDNY has held since the start of the pandemic. 	{'place_id': '07d9c9328b880002'}
2021-06-02T13:17:52.000Z	1400079219921768450	 I moved😔 I threw a little something last summer but it was a small gathering	{'place_id': '1e11d8be00564690'}
2021-06-02T03:43:42.000Z	1399934724836048907	First more standard diplomatic gathering of Ambassadors & spouses at 🇸🇰's residence after many months. Happy 0 welcome good colleagues&friends from all continents 0 discuss current  trends, challenges& ways forward. Serving the people & striving 0 make a difference.👍 	{'place_id': '27485069891a7938'}
2021-06-02T01:01:35.000Z	1399893926983651332	  For sure. And making all the new machines that have to be replaced early is terrible for the environment.  Lot of energy used gathering materials, building, and shipping them.	{'place_id': '011add077f4d2da3'}
2021-06-03T20:14:15.000Z	1400546391076839427	Fogged up glasses, gathering my thoughts in the back of an Uber — welcome back LPS 	{'place_id': '01a9a39529b27f36'}
2021-06-03T14:07:38.000Z	1400454129114259474	a little sumpin’ on the way to the Stadium @ Zibetto Espresso Bar 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.9776886, 40.7638843]}}
2021-06-03T02:44:06.000Z	1400282112029335552	I should be gathering his gifts. And making sure that I have the midnight  box ready. And my goodness. I think that this may hurt even more.	{'place_id': '01a9a39529b27f36'}
2021-06-04T13:04:36.000Z	1400800656651345927	Palestinian rights gathering in Brooklyn at the Courts on Schermerhorn & Jay - looks like they could use some support? 🇵🇸  	{'place_id': '011add077f4d2da3'}
2021-06-04T10:04:39.000Z	1400755368234565633	Good morning. The olive suit is back and New Jersey is back too! No more gathering limits, in fact events at full capacity, no social distancing or masks are already planned here at Met Life Stadium.  	{'place_id': 'df14cd4d61b8e457'}
2021-06-05T19:46:19.000Z	1401264138240864257	It makes me extremely anxious when I get a notification from  at a time of day when people are likely to be gathering peacefully somewhere in New York City	{'place_id': '00c39537733fa112'}
2021-06-05T19:29:45.000Z	1401259970465873921	      😮 Is this the same person?? I bumped into them in Astoria back in March during signature gathering with  so incredibly kind! 	{'place_id': '27485069891a7938'}
2021-06-05T18:50:18.000Z	1401250041793331215	I love the unwritten but understood amongst black folks that the time on the invite for a black gathering is merely a suggestion and you should not actually come at that time	{'place_id': '011add077f4d2da3'}
2021-06-05T17:45:57.000Z	1401233846625054725	I wanna go swimming.	{'place_id': '01a9a39529b27f36'}
2021-06-05T17:31:08.000Z	1401230118727598082	 Dont mean to freak you out but the weather change is not centralized specifically to the stadium	{'place_id': '011add077f4d2da3'}
2021-06-05T17:09:47.000Z	1401224745706721285	i gotta get alllll the stuff tor my baby gathering tomorrow and my body in dubs!! thanks to the gym🤬	{'place_id': 'fa3435044b52ecc7'}
2021-06-05T15:53:40.000Z	1401205592274968576	0 Day until we reopen‼️‼️           @ Christ Nation Church 	{'place_id': '00c39537733fa112', 'coordinates': {'type': 'Point', 'coordinates': [-73.76124, 40.69558]}}
2021-06-05T12:27:17.000Z	1401153654070071302	 The cops harass people making them disorderly then cite disorder they caused as a reason to harass people more but two hours earlier. 0pm is a ridiculous curfew on a summer weekend in one of New York's iconic social gathering spots. Just NYPD's retribution for Defund protests	{'place_id': '00c39537733fa112'}
2021-06-05T08:20:08.000Z	1401091454710210562	this is an outside observation, but what I'm gathering here is western trans women's names are more of a broad reflection of western cis women's names (mine's on here) while virtually every trans guy I know has joked about Trans Guy Names tending to be somewhat distinct 	{'place_id': '011add077f4d2da3'}
2021-06-06T18:01:44.000Z	1401600208354660359	 This was the most American stage of the pandemic — Religion + gun + irreverence to science (no masks and gathering indoors).	{'place_id': '011add077f4d2da3'}
2021-06-06T16:23:43.000Z	1401575539756965889	So much power present in this gathering. The fight to  is not over. I’ve heard from vendors who were at that meeting abt the police harassment folks are facing on Kingsbridge Rd. I will continue to follow your lead to win the protections & relief you deserve. 	{'place_id': '002e24c6736f069d'}
2021-06-06T15:53:26.000Z	1401567919272759307	The police do this bc people gathering in public with the intent to build power or community (as opposed to just enjoying a bench) is a threat to state power. The NYPD knows this full well and will not idly sit by and watch 	{'place_id': '01a9a39529b27f36'}
2021-06-06T11:37:03.000Z	1401503400320188418	  I would demand real solutions, not throwing cops at the problem, and I would tell residents who moved next to one of New York's most iconic parks and social gathering spots that 0pm is too early a curfew on a weekend.	{'place_id': '00c39537733fa112'}
